period,grid,group,level,model,n,n_days,brier,brier_lo,brier_hi,log_loss,ll_lo,ll_hi,d_ll_vs_base,d_ll_lo,d_ll_hi,d_brier_vs_base,d_brier_lo,d_brier_hi,citl,base
test,dollar,tau,10m,G-raw-2h,69866,632,0.061916,0.060846,0.062973,0.20987,0.20602,0.21372,0,0,0,0,0,0,-0.0012047,G-raw-2h
test,dollar,tau,5m,G-raw-2h,47620,632,0.058092,0.056985,0.059205,0.19679,0.19304,0.20072,0,0,0,0,0,0,-0.0035147,G-raw-2h
test,dollar,tau,3m,G-raw-2h,35037,632,0.056016,0.054703,0.057225,0.19089,0.18667,0.19501,0,0,0,0,0,0,-0.0010845,G-raw-2h
test,dollar,tau,2m,G-raw-2h,26404,632,0.054713,0.053166,0.056278,0.18622,0.18107,0.19114,0,0,0,0,0,0,-0.0012493,G-raw-2h
test,dollar,tau,60m,G-raw-6h,175040,632,0.067776,0.066766,0.068787,0.23448,0.23004,0.23908,0.0043241,0.0031765,0.0055053,0.00063414,0.00050433,0.00076433,-0.00035093,G-raw-2h
test,dollar,tau,45m,G-raw-6h,151626,632,0.067108,0.066108,0.068077,0.23292,0.2283,0.23742,0.0053583,0.004236,0.0066961,0.00072719,0.00060527,0.0008516,-0.0013195,G-raw-2h
test,dollar,tau,30m,G-raw-6h,123200,632,0.067559,0.066466,0.068631,0.23501,0.23027,0.24009,0.005908,0.0046543,0.007314,0.00081183,0.0006903,0.00093347,-0.0012707,G-raw-2h
test,dollar,tau,20m,G-raw-6h,100642,632,0.064024,0.063003,0.065023,0.22284,0.21828,0.22767,0.0077648,0.0066121,0.0088368,0.00098968,0.00086606,0.0011186,6.1799e-05,G-raw-2h
test,dollar,tau,15m,G-raw-6h,86406,632,0.063877,0.062815,0.064957,0.22123,0.21703,0.22579,0.0076293,0.0065692,0.0086896,0.001003,0.00088441,0.0011231,-0.00034171,G-raw-2h
test,dollar,tau,10m,G-raw-6h,69866,632,0.063015,0.061975,0.064048,0.21826,0.21381,0.22281,0.0083933,0.0073152,0.009513,0.001099,0.0009615,0.0012386,-0.0012492,G-raw-2h
test,dollar,tau,5m,G-raw-6h,47620,632,0.059261,0.058175,0.06038,0.20424,0.19996,0.20858,0.0074509,0.0064703,0.0084552,0.0011698,0.0010152,0.001313,-0.0036244,G-raw-2h
test,dollar,tau,3m,G-raw-6h,35037,632,0.057191,0.055861,0.058431,0.19754,0.19288,0.20192,0.0066523,0.0055844,0.0076574,0.0011758,0.0010021,0.0013418,-0.0012545,G-raw-2h
test,dollar,tau,2m,G-raw-6h,26404,632,0.055951,0.054346,0.057512,0.19318,0.18794,0.19843,0.0069636,0.0057649,0.0081321,0.0012378,0.001029,0.0014491,-0.0013958,G-raw-2h
test,dollar,tau,60m,G-raw-1d,175040,632,0.068625,0.067598,0.069639,0.23979,0.2349,0.24464,0.0096288,0.0078297,0.011569,0.0014826,0.0012088,0.0017764,-0.00035102,G-raw-2h
test,dollar,tau,45m,G-raw-1d,151626,632,0.067987,0.066935,0.068982,0.23893,0.23382,0.24392,0.011367,0.0094169,0.013641,0.0016066,0.001336,0.0018847,-0.001331,G-raw-2h
test,dollar,tau,30m,G-raw-1d,123200,632,0.068574,0.067502,0.069671,0.24164,0.2361,0.24779,0.012546,0.010145,0.015371,0.0018269,0.0015453,0.0021058,-0.0012651,G-raw-2h
test,dollar,tau,20m,G-raw-1d,100642,632,0.065092,0.064022,0.066156,0.2307,0.22567,0.23617,0.015625,0.013543,0.017785,0.0020574,0.0017817,0.0023515,7.8826e-05,G-raw-2h
test,dollar,tau,15m,G-raw-1d,86406,632,0.065022,0.063963,0.066122,0.22907,0.22418,0.2345,0.015466,0.013461,0.017502,0.0021482,0.0018726,0.0024287,-0.0003445,G-raw-2h
test,dollar,tau,10m,G-raw-1d,69866,632,0.064244,0.063211,0.065325,0.22644,0.22142,0.23165,0.016567,0.014541,0.018757,0.0023279,0.0020308,0.0026489,-0.0012313,G-raw-2h
test,dollar,tau,5m,G-raw-1d,47620,632,0.060538,0.05942,0.061658,0.21203,0.20723,0.21698,0.015244,0.013259,0.01731,0.0024467,0.0021114,0.0027781,-0.0035312,G-raw-2h
test,dollar,tau,3m,G-raw-1d,35037,632,0.058493,0.05714,0.059794,0.20507,0.19985,0.21002,0.014177,0.011928,0.016223,0.0024771,0.0021025,0.0028289,-0.0013284,G-raw-2h
test,dollar,tau,2m,G-raw-1d,26404,632,0.057332,0.055621,0.058925,0.20084,0.19479,0.20651,0.014628,0.012131,0.016991,0.0026191,0.0021631,0.0030523,-0.0014534,G-raw-2h
test,dollar,tau,60m,G-seas-10m,175040,632,0.066818,0.065752,0.067881,0.23416,0.22902,0.23955,0.0040019,0.0019358,0.0061984,-0.00032404,-0.00049297,-0.0001484,-0.00033207,G-raw-2h
test,dollar,tau,45m,G-seas-10m,151626,632,0.065795,0.064781,0.066852,0.22608,0.2216,0.2307,-0.001483,-0.0034946,0.00087577,-0.00058537,-0.000774,-0.00037981,-0.0013,G-raw-2h
test,dollar,tau,30m,G-seas-10m,123200,632,0.065792,0.064639,0.066948,0.22446,0.21967,0.22932,-0.0046351,-0.0066999,-0.0025595,-0.00095527,-0.0011712,-0.00072385,-0.0012497,G-raw-2h
test,dollar,tau,20m,G-seas-10m,100642,632,0.062176,0.061134,0.063215,0.21149,0.2073,0.21616,-0.0035818,-0.0053795,-0.001614,-0.00085872,-0.0010621,-0.00064133,0.00014818,G-raw-2h
test,dollar,tau,15m,G-seas-10m,86406,632,0.061993,0.060935,0.063115,0.20966,0.20564,0.21429,-0.0039432,-0.0057985,-0.0019413,-0.00088034,-0.0010839,-0.00065638,-0.00023973,G-raw-2h
test,dollar,tau,10m,G-seas-10m,69866,632,0.060943,0.059845,0.062077,0.20487,0.20069,0.20918,-0.0050011,-0.0067717,-0.0030033,-0.00097302,-0.0011849,-0.00075994,-0.0010545,G-raw-2h
test,dollar,tau,5m,G-seas-10m,47620,632,0.056712,0.055532,0.057843,0.19054,0.18643,0.19483,-0.0062468,-0.0080127,-0.0044165,-0.0013794,-0.0016221,-0.0011208,-0.0033706,G-raw-2h
test,dollar,tau,3m,G-seas-10m,35037,632,0.054474,0.053107,0.055786,0.18467,0.17983,0.18935,-0.0062157,-0.0079986,-0.0043264,-0.001542,-0.0018163,-0.0012598,-0.00080972,G-raw-2h
test,dollar,tau,2m,G-seas-10m,26404,632,0.053098,0.05152,0.054694,0.1798,0.17425,0.18517,-0.0064208,-0.0085646,-0.0042959,-0.0016154,-0.001909,-0.001277,-0.00088482,G-raw-2h
test,dollar,tau,60m,G-seas-30m,175040,632,0.066503,0.065456,0.067518,0.22736,0.22286,0.23189,-0.0027961,-0.0044369,-0.0011243,-0.00063948,-0.00077889,-0.00048925,-0.0003395,G-raw-2h
test,dollar,tau,45m,G-seas-30m,151626,632,0.065595,0.064616,0.066632,0.22242,0.21829,0.22659,-0.0051411,-0.0066563,-0.0034367,-0.00078571,-0.00094314,-0.00063124,-0.0013031,G-raw-2h
test,dollar,tau,30m,G-seas-30m,123200,632,0.065685,0.06456,0.066811,0.22153,0.21698,0.22607,-0.0075698,-0.0091589,-0.005822,-0.0010622,-0.0012361,-0.00087973,-0.001253,G-raw-2h
test,dollar,tau,20m,G-seas-30m,100642,632,0.062054,0.06102,0.063088,0.20888,0.20484,0.21308,-0.0061963,-0.0076421,-0.0047097,-0.00097992,-0.0011502,-0.00080793,0.0001355,G-raw-2h
test,dollar,tau,15m,G-seas-30m,86406,632,0.061939,0.060877,0.063059,0.20764,0.20407,0.21172,-0.0059649,-0.0074097,-0.0044454,-0.00093456,-0.0010923,-0.00077102,-0.00024358,G-raw-2h
test,dollar,tau,10m,G-seas-30m,69866,632,0.060976,0.059877,0.062071,0.20374,0.19996,0.20764,-0.0061302,-0.0074573,-0.0046446,-0.00094029,-0.0011029,-0.00077152,-0.0011039,G-raw-2h
test,dollar,tau,5m,G-seas-30m,47620,632,0.05698,0.055805,0.058089,0.19066,0.18691,0.19451,-0.0061294,-0.0073342,-0.0048723,-0.0011112,-0.0012788,-0.00091967,-0.0033788,G-raw-2h
test,dollar,tau,3m,G-seas-30m,35037,632,0.054887,0.05356,0.056153,0.18556,0.18096,0.18982,-0.0053319,-0.0065855,-0.0038843,-0.0011289,-0.0013142,-0.00091354,-0.0008516,G-raw-2h
test,dollar,tau,2m,G-seas-30m,26404,632,0.053588,0.052033,0.055145,0.18118,0.17619,0.18631,-0.0050323,-0.006576,-0.0035672,-0.0011256,-0.0013547,-0.00087625,-0.0010641,G-raw-2h
test,dollar,tau,60m,G-seas-2h,175040,632,0.066436,0.065431,0.067428,0.22466,0.22045,0.22881,-0.0054943,-0.0067611,-0.0042585,-0.00070613,-0.00082938,-0.0005823,-0.00034575,G-raw-2h
test,dollar,tau,45m,G-seas-2h,151626,632,0.065648,0.06466,0.066657,0.22178,0.21771,0.22561,-0.0057815,-0.0069523,-0.0045097,-0.0007328,-0.00085936,-0.00061474,-0.0013069,G-raw-2h
test,dollar,tau,30m,G-seas-2h,123200,632,0.065845,0.064722,0.066956,0.22164,0.21733,0.22602,-0.0074544,-0.0089767,-0.0058589,-0.00090271,-0.0010394,-0.00076048,-0.001256,G-raw-2h
test,dollar,tau,20m,G-seas-2h,100642,632,0.062268,0.061222,0.063283,0.20956,0.20547,0.21359,-0.0055132,-0.0067542,-0.0043306,-0.00076587,-0.0009147,-0.00064009,0.00011569,G-raw-2h
test,dollar,tau,15m,G-seas-2h,86406,632,0.062164,0.061113,0.063236,0.20848,0.20486,0.21264,-0.0051222,-0.0064162,-0.0038833,-0.00070928,-0.00083049,-0.00057966,-0.00027163,G-raw-2h
test,dollar,tau,10m,G-seas-2h,69866,632,0.061279,0.060192,0.062343,0.20523,0.20142,0.20906,-0.0046342,-0.0058248,-0.0034477,-0.000637,-0.00075541,-0.00051154,-0.0011849,G-raw-2h
test,dollar,tau,5m,G-seas-2h,47620,632,0.057499,0.056333,0.058613,0.19333,0.18949,0.1972,-0.0034616,-0.0043854,-0.0024512,-0.00059255,-0.0007268,-0.00044367,-0.0035194,G-raw-2h
test,dollar,tau,3m,G-seas-2h,35037,632,0.05549,0.054166,0.056782,0.18808,0.18365,0.19229,-0.0028098,-0.0038055,-0.0017398,-0.00052603,-0.00068218,-0.00036226,-0.0010237,G-raw-2h
test,dollar,tau,2m,G-seas-2h,26404,632,0.054305,0.052719,0.055863,0.18387,0.17877,0.18882,-0.0023484,-0.0033949,-0.0013107,-0.00040832,-0.00057876,-0.00022646,-0.001211,G-raw-2h
test,dollar,tau,60m,G-seas-6h,175040,632,0.066567,0.065572,0.067554,0.22543,0.22107,0.22957,-0.0047242,-0.0062196,-0.0031975,-0.00057531,-0.00073403,-0.00042614,-0.00034846,G-raw-2h
test,dollar,tau,45m,G-seas-6h,151626,632,0.06584,0.064826,0.066828,0.22365,0.21938,0.22786,-0.0039074,-0.0054669,-0.0022009,-0.00054111,-0.00069623,-0.0004002,-0.0013143,G-raw-2h
test,dollar,tau,30m,G-seas-6h,123200,632,0.066116,0.065004,0.067193,0.2243,0.21968,0.22937,-0.0047975,-0.0070434,-0.0025078,-0.00063179,-0.00081209,-0.00046667,-0.0012612,G-raw-2h
test,dollar,tau,20m,G-seas-6h,100642,632,0.062604,0.061574,0.063616,0.21251,0.20823,0.2169,-0.0025615,-0.0042449,-0.0010631,-0.00042993,-0.0005987,-0.00026736,9.7221e-05,G-raw-2h
test,dollar,tau,15m,G-seas-6h,86406,632,0.062495,0.061434,0.063546,0.21127,0.20721,0.21574,-0.0023283,-0.0038175,-0.0007831,-0.00037822,-0.00052651,-0.00022001,-0.00029023,G-raw-2h
test,dollar,tau,10m,G-seas-6h,69866,632,0.061667,0.060603,0.062721,0.20857,0.20456,0.21274,-0.0012963,-0.0027592,0.00025302,-0.00024917,-0.00040293,-9.7587e-05,-0.0012089,G-raw-2h
test,dollar,tau,5m,G-seas-6h,47620,632,0.057983,0.056835,0.059097,0.19658,0.19239,0.2008,-0.00020759,-0.0015313,0.0011537,-0.00010885,-0.00028337,7.5593e-05,-0.0035582,G-raw-2h
test,dollar,tau,3m,G-seas-6h,35037,632,0.055988,0.054632,0.05728,0.19094,0.18636,0.19549,4.8393e-05,-0.0013932,0.0014634,-2.7983e-05,-0.00022264,0.00017492,-0.0010678,G-raw-2h
test,dollar,tau,2m,G-seas-6h,26404,632,0.054905,0.0533,0.056448,0.1872,0.18184,0.19213,0.0009822,-0.00047274,0.0024312,0.00019204,-3.0458e-05,0.00041689,-0.0012826,G-raw-2h
test,dollar,tau,60m,G-seas-1d,175040,632,0.06694,0.065941,0.067939,0.22857,0.22421,0.23295,-0.0015865,-0.0035789,0.00054203,-0.00020253,-0.00042496,2.6433e-05,-0.00034927,G-raw-2h
test,dollar,tau,45m,G-seas-1d,151626,632,0.066219,0.06518,0.067193,0.22717,0.22252,0.23167,-0.00038657,-0.0024885,0.0020851,-0.00016138,-0.0003723,3.7293e-05,-0.0013223,G-raw-2h
test,dollar,tau,30m,G-seas-1d,123200,632,0.066591,0.065508,0.067668,0.2286,0.22344,0.23454,-0.00049362,-0.0035439,0.0031468,-0.00015651,-0.0003915,7.7935e-05,-0.0012555,G-raw-2h
test,dollar,tau,20m,G-seas-1d,100642,632,0.063119,0.062083,0.064124,0.2172,0.21247,0.22213,0.0021252,-0.0002617,0.0042711,8.4224e-05,-0.00015166,0.00032597,9.655e-05,G-raw-2h
test,dollar,tau,15m,G-seas-1d,86406,632,0.06303,0.061962,0.064097,0.21576,0.21137,0.22078,0.0021619,5.0999e-05,0.004505,0.00015662,-4.2695e-05,0.00038399,-0.00030081,G-raw-2h
test,dollar,tau,10m,G-seas-1d,69866,632,0.062239,0.061169,0.063289,0.21308,0.20863,0.21763,0.0032093,0.0013024,0.0052939,0.00032336,9.6654e-05,0.00054011,-0.0011996,G-raw-2h
test,dollar,tau,5m,G-seas-1d,47620,632,0.058605,0.057485,0.059718,0.20136,0.19668,0.20613,0.0045688,0.0026107,0.0067167,0.00051307,0.00026174,0.00076726,-0.0034858,G-raw-2h
test,dollar,tau,3m,G-seas-1d,35037,632,0.056655,0.055319,0.057893,0.19514,0.1903,0.20001,0.0042473,0.0021762,0.0063422,0.00063917,0.0003382,0.00093939,-0.00099768,G-raw-2h
test,dollar,tau,2m,G-seas-1d,26404,632,0.055614,0.053992,0.057152,0.19158,0.18605,0.19678,0.0053603,0.0033112,0.0074511,0.00090122,0.00056906,0.001238,-0.0012296,G-raw-2h
test,dollar,tau,60m,G-blend-raw,175040,632,0.06713,0.066142,0.06811,0.22748,0.22355,0.23118,-0.0026767,-0.0037058,-0.0016002,-1.1915e-05,-0.00011234,8.3016e-05,-0.00034925,G-raw-2h
test,dollar,tau,45m,G-blend-raw,151626,632,0.06622,0.065252,0.067192,0.22376,0.22006,0.22736,-0.0037987,-0.005025,-0.0026239,-0.00016068,-0.00027383,-4.6347e-05,-0.0013168,G-raw-2h
test,dollar,tau,30m,G-blend-raw,123200,632,0.066428,0.065351,0.067499,0.22361,0.21956,0.22737,-0.0054889,-0.0067332,-0.0042666,-0.00031913,-0.00045829,-0.00017757,-0.0012572,G-raw-2h
test,dollar,tau,20m,G-blend-raw,100642,632,0.062128,0.061093,0.063135,0.20914,0.205,0.21351,-0.0059377,-0.007169,-0.0046693,-0.00090587,-0.0010445,-0.00076726,9.7245e-05,G-raw-2h
test,dollar,tau,15m,G-blend-raw,86406,632,0.061936,0.060869,0.06304,0.20732,0.20358,0.21165,-0.0062793,-0.0075702,-0.0050493,-0.00093804,-0.0010725,-0.00078936,-0.00029478,G-raw-2h
test,dollar,tau,10m,G-blend-raw,69866,632,0.060811,0.059698,0.061904,0.20295,0.19913,0.207,-0.0069226,-0.0081269,-0.005526,-0.0011048,-0.0012587,-0.00095083,-0.0011243,G-raw-2h
test,dollar,tau,5m,G-blend-raw,47620,632,0.056383,0.055176,0.057533,0.18832,0.18431,0.19265,-0.0084675,-0.0098327,-0.0071554,-0.0017081,-0.001913,-0.0014903,-0.0034199,G-raw-2h
test,dollar,tau,3m,G-blend-raw,35037,632,0.053915,0.052512,0.055235,0.18225,0.17705,0.18707,-0.0086379,-0.010134,-0.0068713,-0.0021008,-0.0023437,-0.001861,-0.00081906,G-raw-2h
test,dollar,tau,2m,G-blend-raw,26404,632,0.052418,0.050779,0.054078,0.17675,0.17107,0.18257,-0.0094626,-0.011361,-0.0076119,-0.0022953,-0.0025554,-0.0020153,-0.00085654,G-raw-2h
test,dollar,tau,60m,G-blend,175040,632,0.066458,0.065462,0.067445,0.22396,0.21989,0.22806,-0.0061986,-0.0076045,-0.0048067,-0.00068386,-0.00082267,-0.00054087,-0.00034675,G-raw-2h
test,dollar,tau,45m,G-blend,151626,632,0.065572,0.064583,0.06657,0.22013,0.21643,0.2239,-0.0074305,-0.0086885,-0.0060268,-0.00080921,-0.0009576,-0.00067425,-0.0013121,G-raw-2h
test,dollar,tau,30m,G-blend,123200,632,0.065681,0.064586,0.06675,0.21937,0.21527,0.22345,-0.009733,-0.011341,-0.0081141,-0.0010664,-0.0012378,-0.00089194,-0.0012539,G-raw-2h
test,dollar,tau,20m,G-blend,100642,632,0.061891,0.060842,0.062913,0.20804,0.20385,0.21251,-0.0070346,-0.0085197,-0.0055775,-0.0011432,-0.0013059,-0.00098462,0.00011114,G-raw-2h
test,dollar,tau,15m,G-blend,86406,632,0.061768,0.060696,0.062866,0.20649,0.2028,0.21076,-0.0071079,-0.0085363,-0.0056229,-0.0011056,-0.0012491,-0.00094991,-0.00027355,G-raw-2h
test,dollar,tau,10m,G-blend,69866,632,0.060723,0.059623,0.06183,0.20237,0.19848,0.20652,-0.0074953,-0.0088799,-0.0059614,-0.0011931,-0.0013534,-0.0010339,-0.0011318,G-raw-2h
test,dollar,tau,5m,G-blend,47620,632,0.056366,0.055171,0.057497,0.18796,0.1839,0.1923,-0.0088304,-0.010194,-0.0074688,-0.0017252,-0.0019316,-0.0015103,-0.0034464,G-raw-2h
test,dollar,tau,3m,G-blend,35037,632,0.053976,0.052577,0.055307,0.18216,0.177,0.18704,-0.0087263,-0.010299,-0.0069502,-0.0020402,-0.0022824,-0.001786,-0.00083379,G-raw-2h
test,dollar,tau,2m,G-blend,26404,632,0.052553,0.050913,0.054216,0.17706,0.17127,0.18291,-0.0091548,-0.011024,-0.0072036,-0.0021597,-0.0024543,-0.0018568,-0.00089004,G-raw-2h
test,dollar,tau,60m,T-raw-2h,175040,632,0.066719,0.065642,0.067776,0.225,0.22129,0.22839,-0.0051529,-0.0061109,-0.0041534,-0.00042373,-0.00048446,-0.00036129,-0.00034214,G-raw-2h
test,dollar,tau,45m,T-raw-2h,151626,632,0.065874,0.064823,0.066944,0.22244,0.21889,0.2259,-0.0051184,-0.0058958,-0.0042245,-0.00050714,-0.00058149,-0.00043769,-0.0013022,G-raw-2h
test,dollar,tau,30m,T-raw-2h,123200,632,0.066297,0.065143,0.067451,0.2237,0.21971,0.22749,-0.0053989,-0.0062365,-0.0045694,-0.00045065,-0.00052819,-0.00037463,-0.0012485,G-raw-2h
test,dollar,tau,20m,T-raw-2h,100642,632,0.062222,0.061098,0.063314,0.21028,0.20641,0.21401,-0.0047935,-0.0055382,-0.0040736,-0.00081243,-0.00093013,-0.00070165,0.00011897,G-raw-2h
test,dollar,tau,15m,T-raw-2h,86406,632,0.062116,0.060973,0.063247,0.20915,0.20532,0.21304,-0.0044488,-0.0051652,-0.0037388,-0.00075797,-0.000871,-0.0006433,-0.00029448,G-raw-2h
test,dollar,tau,10m,T-raw-2h,69866,632,0.061125,0.059926,0.062316,0.20542,0.20171,0.20909,-0.0044505,-0.0051726,-0.0037327,-0.00079057,-0.00093175,-0.00064872,-0.0011907,G-raw-2h
test,dollar,tau,5m,T-raw-2h,47620,632,0.056667,0.055399,0.057901,0.191,0.187,0.19504,-0.0057889,-0.0065932,-0.0050044,-0.0014244,-0.0016514,-0.0012201,-0.0034651,G-raw-2h
test,dollar,tau,3m,T-raw-2h,35037,632,0.054167,0.052643,0.055597,0.18298,0.17807,0.18747,-0.0079136,-0.0090758,-0.0066843,-0.0018492,-0.0021538,-0.0015443,-0.0009301,G-raw-2h
test,dollar,tau,2m,T-raw-2h,26404,632,0.052537,0.050763,0.05434,0.17759,0.17201,0.18323,-0.008625,-0.0099559,-0.0072712,-0.002176,-0.0025329,-0.0018265,-0.001118,G-raw-2h
test,dollar,tau,60m,T-blend,175040,632,0.066031,0.064992,0.067072,0.22,0.21629,0.22346,-0.010157,-0.011442,-0.0088015,-0.0011111,-0.0012528,-0.00097318,-0.00034179,G-raw-2h
test,dollar,tau,45m,T-blend,151626,632,0.065128,0.064079,0.066176,0.21682,0.21337,0.2204,-0.010741,-0.011953,-0.0094514,-0.0012531,-0.0013924,-0.001125,-0.0013068,G-raw-2h
test,dollar,tau,30m,T-blend,123200,632,0.065386,0.064243,0.066529,0.21659,0.21287,0.22049,-0.012507,-0.014043,-0.010987,-0.001362,-0.0015265,-0.0011916,-0.0012513,G-raw-2h
test,dollar,tau,20m,T-blend,100642,632,0.061527,0.060444,0.062612,0.20492,0.20108,0.2088,-0.010158,-0.011502,-0.0089059,-0.0015075,-0.0016854,-0.0013331,0.00014864,G-raw-2h
test,dollar,tau,15m,T-blend,86406,632,0.061428,0.060332,0.062594,0.2039,0.20027,0.20783,-0.0097058,-0.011007,-0.0083552,-0.0014459,-0.0016081,-0.0012759,-0.00026008,G-raw-2h
test,dollar,tau,10m,T-blend,69866,632,0.060454,0.059301,0.061603,0.20013,0.19655,0.20395,-0.0097352,-0.011048,-0.0084128,-0.0014617,-0.0016505,-0.0012791,-0.0011139,G-raw-2h
test,dollar,tau,5m,T-blend,47620,632,0.056019,0.054755,0.057225,0.18583,0.18185,0.18981,-0.010961,-0.01221,-0.0096854,-0.0020722,-0.002337,-0.0018034,-0.0034073,G-raw-2h
test,dollar,tau,3m,T-blend,35037,632,0.053567,0.052067,0.054984,0.17868,0.17389,0.18303,-0.012214,-0.0137,-0.01067,-0.002449,-0.0027902,-0.0021266,-0.00081526,G-raw-2h
test,dollar,tau,2m,T-blend,26404,632,0.052047,0.050313,0.053795,0.17405,0.16867,0.17962,-0.012168,-0.013923,-0.010367,-0.0026663,-0.0030559,-0.0022568,-0.00093789,G-raw-2h
test,dollar,tau,60m,MIX-blend,175040,632,0.066048,0.065018,0.067087,0.22018,0.21652,0.22361,-0.0099729,-0.011282,-0.0086096,-0.0010946,-0.0012338,-0.00095605,-0.00034149,G-raw-2h
test,dollar,tau,45m,MIX-blend,151626,632,0.06514,0.064095,0.066185,0.21692,0.21352,0.22047,-0.01064,-0.01185,-0.0093115,-0.0012407,-0.0013802,-0.0011119,-0.0013073,G-raw-2h
test,dollar,tau,30m,MIX-blend,123200,632,0.065395,0.06426,0.066533,0.2167,0.21298,0.22056,-0.012403,-0.013955,-0.010892,-0.0013524,-0.0015167,-0.0011834,-0.0012498,G-raw-2h
test,dollar,tau,20m,MIX-blend,100642,632,0.061531,0.060453,0.062616,0.20501,0.20121,0.20889,-0.010066,-0.011421,-0.0087957,-0.0015029,-0.0016801,-0.0013318,0.0001498,G-raw-2h
test,dollar,tau,15m,MIX-blend,86406,632,0.061442,0.06035,0.062603,0.20401,0.20044,0.20794,-0.0095883,-0.010904,-0.0082375,-0.0014315,-0.0015916,-0.0012633,-0.0002647,G-raw-2h
test,dollar,tau,10m,MIX-blend,69866,632,0.060465,0.059316,0.061608,0.20025,0.19666,0.20404,-0.0096201,-0.010926,-0.0083025,-0.0014509,-0.0016377,-0.0012659,-0.0011172,G-raw-2h
test,dollar,tau,5m,MIX-blend,47620,632,0.056021,0.05475,0.057225,0.18588,0.18195,0.18984,-0.010913,-0.012148,-0.0096316,-0.0020708,-0.0023339,-0.001802,-0.0034098,G-raw-2h
test,dollar,tau,3m,MIX-blend,35037,632,0.053573,0.052078,0.054989,0.17881,0.17404,0.18316,-0.012081,-0.013517,-0.010555,-0.0024428,-0.0027834,-0.0021182,-0.00082738,G-raw-2h
test,dollar,tau,2m,MIX-blend,26404,632,0.052045,0.050309,0.053785,0.17416,0.1688,0.17979,-0.012056,-0.013774,-0.010297,-0.0026681,-0.0030615,-0.002257,-0.00096454,G-raw-2h
test,dollar,tau,60m,EMP-blend,175040,632,0.06604,0.065008,0.06708,0.22001,0.21635,0.22346,-0.010142,-0.011403,-0.0087804,-0.0011027,-0.0012433,-0.00096977,-0.0010808,G-raw-2h
test,dollar,tau,45m,EMP-blend,151626,632,0.065143,0.064094,0.066194,0.21687,0.21341,0.22043,-0.010691,-0.01189,-0.0094042,-0.0012381,-0.0013739,-0.0011077,-0.0012567,G-raw-2h
test,dollar,tau,30m,EMP-blend,123200,632,0.065386,0.064249,0.066523,0.21662,0.21289,0.22046,-0.01248,-0.014033,-0.010914,-0.0013612,-0.0015263,-0.0011929,3.7479e-05,G-raw-2h
test,dollar,tau,20m,EMP-blend,100642,632,0.061542,0.06045,0.06262,0.20499,0.20116,0.20887,-0.010087,-0.011424,-0.008834,-0.0014927,-0.0016659,-0.0013239,-0.00018759,G-raw-2h
test,dollar,tau,15m,EMP-blend,86406,632,0.061442,0.06035,0.062591,0.20395,0.20035,0.20782,-0.0096499,-0.010969,-0.00832,-0.0014313,-0.0015862,-0.0012649,0.00019507,G-raw-2h
test,dollar,tau,10m,EMP-blend,69866,632,0.060478,0.059324,0.061609,0.20022,0.19662,0.204,-0.0096524,-0.010941,-0.0083622,-0.0014378,-0.00162,-0.0012557,-0.00091218,G-raw-2h
test,dollar,tau,5m,EMP-blend,47620,632,0.056048,0.054786,0.057238,0.18588,0.18194,0.18984,-0.010908,-0.012127,-0.0096135,-0.0020431,-0.0023041,-0.0017833,-0.0015634,G-raw-2h
test,dollar,tau,3m,EMP-blend,35037,632,0.053603,0.052123,0.05503,0.17885,0.17415,0.18315,-0.012039,-0.013495,-0.010526,-0.0024122,-0.0027442,-0.0020859,0.00021883,G-raw-2h
test,dollar,tau,2m,EMP-blend,26404,632,0.052069,0.050336,0.053817,0.17416,0.16877,0.17972,-0.012055,-0.013831,-0.010323,-0.0026444,-0.0030318,-0.0022384,0.00045257,G-raw-2h
test,dollar,absz,0-0.5,G-raw-10m,102302,632,0.22884,0.22797,0.2297,0.64972,0.64785,0.65155,-0.0027653,-0.0034328,-0.0020571,-0.0012437,-0.0015222,-0.00093619,-0.00074812,G-raw-2h
test,dollar,absz,0.5-1,G-raw-10m,101839,632,0.14118,0.13912,0.14334,0.45397,0.44883,0.45953,-0.009486,-0.01129,-0.0074655,-0.0029722,-0.0034402,-0.0024153,-0.00036585,G-raw-2h
test,dollar,absz,1-1.5,G-raw-10m,101844,632,0.069257,0.067307,0.07123,0.26585,0.25988,0.27218,-0.0053589,-0.0076637,-0.0029803,-0.0012207,-0.0014994,-0.00092488,-0.0025902,G-raw-2h
test,dollar,absz,1.5-2,G-raw-10m,102016,632,0.03281,0.03127,0.03418,0.15033,0.14414,0.15612,0.0022573,0.00010348,0.004542,3.2454e-05,-0.00011554,0.00018693,-0.0019808,G-raw-2h
test,dollar,absz,2-2.5,G-raw-10m,101877,632,0.017139,0.015951,0.018291,0.093368,0.087207,0.099229,0.0046952,0.0026599,0.006787,-1.3206e-05,-9.6064e-05,7.4565e-05,-0.00068007,G-raw-2h
test,dollar,absz,2.5-3,G-raw-10m,103917,632,0.0092234,0.0083414,0.009979,0.060688,0.055176,0.065738,0.0039461,0.0019658,0.0061443,-2.1999e-06,-4.2595e-05,3.9475e-05,-0.00031496,G-raw-2h
test,dollar,absz,>3,G-raw-10m,202046,632,0.0043056,0.0037776,0.0048161,0.035163,0.030584,0.039436,-0.00022319,-0.0017866,0.001281,-1.5478e-06,-1.715e-05,1.2114e-05,-0.00010111,G-raw-2h
