period,model,tau_min,bin_lo,bin_hi,n,p_mean,y_mean,y_lo,y_hi,gap
validation,G-raw-2h,60,0,0.01,25146,0.0035234,0.015152,0.013714,0.016737,0.011628
validation,G-raw-2h,60,0.01,0.02,8382,0.012251,0.023264,0.020249,0.026716,0.011013
validation,G-raw-2h,60,0.02,0.05,16764,0.031453,0.03603,0.033313,0.038959,0.0045765
validation,G-raw-2h,60,0.05,0.1,8382,0.06688,0.059055,0.054208,0.064306,-0.0078248
validation,G-raw-2h,60,0.1,0.2,16764,0.13224,0.10642,0.10184,0.11118,-0.025822
validation,G-raw-2h,60,0.2,0.3,8382,0.22671,0.18599,0.17781,0.19447,-0.040718
validation,G-raw-2h,60,0.3,0.4,8382,0.3086,0.27678,0.26731,0.28646,-0.03182
validation,G-raw-2h,60,0.4,0.5,8382,0.40133,0.38833,0.37795,0.39881,-0.012998
validation,G-raw-2h,60,0.5,0.6,16764,0.54934,0.57224,0.56473,0.57971,0.022903
validation,G-raw-2h,60,0.6,0.7,8382,0.6914,0.74266,0.73319,0.75191,0.051266
validation,G-raw-2h,60,0.7,0.8,8382,0.77329,0.82653,0.81828,0.83449,0.053245
validation,G-raw-2h,60,0.8,0.9,16764,0.86776,0.898,0.89332,0.90249,0.030236
validation,G-raw-2h,60,0.9,0.95,8382,0.93312,0.94083,0.93557,0.94568,0.0077055
validation,G-raw-2h,60,0.95,0.98,16764,0.96855,0.96218,0.95919,0.96496,-0.006366
validation,G-raw-2h,60,0.98,0.99,8382,0.98775,0.9753,0.97176,0.97842,-0.012445
validation,G-raw-2h,60,0.99,1,25146,0.99648,0.98525,0.98368,0.98666,-0.01123
validation,G-raw-2h,45,0,0.01,25146,0.0035268,0.012646,0.011338,0.014104,0.0091193
validation,G-raw-2h,45,0.01,0.02,8382,0.01226,0.021594,0.018694,0.024932,0.0093336
validation,G-raw-2h,45,0.02,0.05,16764,0.03147,0.033524,0.030905,0.036358,0.0020547
validation,G-raw-2h,45,0.05,0.1,8382,0.066905,0.05643,0.051691,0.061577,-0.010474
validation,G-raw-2h,45,0.1,0.2,16764,0.13227,0.10308,0.098566,0.10777,-0.029192
validation,G-raw-2h,45,0.2,0.3,8382,0.22674,0.18516,0.17699,0.19362,-0.041582
validation,G-raw-2h,45,0.3,0.4,8382,0.30863,0.27487,0.26542,0.28453,-0.033751
validation,G-raw-2h,45,0.4,0.5,8382,0.40134,0.3869,0.37653,0.39738,-0.014442
validation,G-raw-2h,45,0.5,0.6,16764,0.54933,0.57146,0.56396,0.57894,0.022134
validation,G-raw-2h,45,0.6,0.7,8382,0.69137,0.73574,0.7262,0.74507,0.044369
validation,G-raw-2h,45,0.7,0.8,8382,0.77326,0.82188,0.81354,0.82992,0.048621
validation,G-raw-2h,45,0.8,0.9,16764,0.86773,0.89806,0.89338,0.90254,0.030326
validation,G-raw-2h,45,0.9,0.95,8382,0.9331,0.94059,0.93532,0.94545,0.0074915
validation,G-raw-2h,45,0.95,0.98,16764,0.96853,0.96337,0.96042,0.96611,-0.0051566
validation,G-raw-2h,45,0.98,0.99,8382,0.98774,0.97686,0.97341,0.97986,-0.010885
validation,G-raw-2h,45,0.99,1,25146,0.99647,0.98684,0.98535,0.98817,-0.0096363
validation,G-raw-2h,30,0,0.01,25146,0.0035339,0.012328,0.011037,0.013768,0.0087941
validation,G-raw-2h,30,0.01,0.02,8382,0.012279,0.021117,0.018251,0.024421,0.0088381
validation,G-raw-2h,30,0.02,0.05,16764,0.031503,0.031794,0.029244,0.034559,0.00029162
validation,G-raw-2h,30,0.05,0.1,8382,0.066954,0.049749,0.045298,0.054614,-0.017205
validation,G-raw-2h,30,0.1,0.2,16764,0.13233,0.093772,0.089452,0.098279,-0.038558
validation,G-raw-2h,30,0.2,0.3,8382,0.2268,0.17848,0.17043,0.18682,-0.048321
validation,G-raw-2h,30,0.3,0.4,8382,0.30867,0.26605,0.2567,0.27561,-0.042624
validation,G-raw-2h,30,0.4,0.5,8382,0.40137,0.37342,0.36312,0.38383,-0.027948
validation,G-raw-2h,30,0.5,0.6,16764,0.54932,0.56067,0.55314,0.56816,0.011349
validation,G-raw-2h,30,0.6,0.7,8382,0.69133,0.73097,0.72137,0.74036,0.039642
validation,G-raw-2h,30,0.7,0.8,8382,0.7732,0.81365,0.80517,0.82184,0.040446
validation,G-raw-2h,30,0.8,0.9,16764,0.86767,0.89794,0.89326,0.90243,0.030266
validation,G-raw-2h,30,0.9,0.95,8382,0.93305,0.94178,0.93656,0.94659,0.0087343
validation,G-raw-2h,30,0.95,0.98,16764,0.9685,0.96534,0.96247,0.96801,-0.0031549
validation,G-raw-2h,30,0.98,0.99,8382,0.98772,0.97829,0.97494,0.98119,-0.0094346
validation,G-raw-2h,30,0.99,1,25146,0.99647,0.98648,0.98498,0.98783,-0.0099872
validation,G-raw-2h,20,0,0.01,25146,0.0035446,0.010618,0.0094238,0.011962,0.0070734
validation,G-raw-2h,20,0.01,0.02,8382,0.012307,0.017895,0.01527,0.020962,0.0055889
validation,G-raw-2h,20,0.02,0.05,16764,0.031553,0.028692,0.026271,0.03133,-0.002861
validation,G-raw-2h,20,0.05,0.1,8382,0.06703,0.047602,0.043247,0.052371,-0.019428
validation,G-raw-2h,20,0.1,0.2,16764,0.13242,0.090849,0.086592,0.095294,-0.041573
validation,G-raw-2h,20,0.2,0.3,8382,0.22689,0.16392,0.15615,0.172,-0.062964
validation,G-raw-2h,20,0.3,0.4,8382,0.30874,0.25292,0.24373,0.26234,-0.055816
validation,G-raw-2h,20,0.4,0.5,8382,0.4014,0.37211,0.36182,0.38251,-0.029298
validation,G-raw-2h,20,0.5,0.6,16764,0.5493,0.56973,0.56222,0.57721,0.020435
validation,G-raw-2h,20,0.6,0.7,8382,0.69126,0.75376,0.74442,0.76286,0.062497
validation,G-raw-2h,20,0.7,0.8,8382,0.77311,0.8325,0.82435,0.84034,0.059385
validation,G-raw-2h,20,0.8,0.9,16764,0.86758,0.90999,0.90556,0.91422,0.042408
validation,G-raw-2h,20,0.9,0.95,8382,0.93297,0.95252,0.94775,0.95687,0.019548
validation,G-raw-2h,20,0.95,0.98,16764,0.96845,0.97167,0.96904,0.97407,0.0032189
validation,G-raw-2h,20,0.98,0.99,8382,0.98769,0.98258,0.97955,0.98517,-0.0051117
validation,G-raw-2h,20,0.99,1,25146,0.99646,0.98966,0.98833,0.99084,-0.006795
validation,G-raw-2h,15,0,0.01,25146,0.0035556,0.0092261,0.0081171,0.010485,0.0056705
validation,G-raw-2h,15,0.01,0.02,8382,0.012335,0.016702,0.014172,0.019676,0.0043672
validation,G-raw-2h,15,0.02,0.05,16764,0.031605,0.025889,0.023591,0.028404,-0.0057164
validation,G-raw-2h,15,0.05,0.1,8382,0.067108,0.044142,0.03995,0.048752,-0.022966
validation,G-raw-2h,15,0.1,0.2,16764,0.13252,0.090492,0.086242,0.094929,-0.042025
validation,G-raw-2h,15,0.2,0.3,8382,0.22698,0.17573,0.16774,0.18403,-0.051243
validation,G-raw-2h,15,0.3,0.4,8382,0.30881,0.26581,0.25646,0.27537,-0.043002
validation,G-raw-2h,15,0.4,0.5,8382,0.40144,0.37724,0.36692,0.38767,-0.024206
validation,G-raw-2h,15,0.5,0.6,16764,0.54928,0.56263,0.55511,0.57013,0.013356
validation,G-raw-2h,15,0.6,0.7,8382,0.69119,0.73813,0.72861,0.74743,0.046939
validation,G-raw-2h,15,0.7,0.8,8382,0.77302,0.83142,0.82326,0.83929,0.058401
validation,G-raw-2h,15,0.8,0.9,16764,0.86748,0.91028,0.90586,0.91452,0.0428
validation,G-raw-2h,15,0.9,0.95,8382,0.93289,0.95013,0.94526,0.95459,0.017239
validation,G-raw-2h,15,0.95,0.98,16764,0.96839,0.9694,0.96668,0.9719,0.0010039
validation,G-raw-2h,15,0.98,0.99,8382,0.98766,0.98234,0.97929,0.98495,-0.0053216
validation,G-raw-2h,15,0.99,1,25146,0.99644,0.98994,0.98863,0.9911,-0.0065056
validation,G-raw-2h,10,0,0.01,25146,0.0035785,0.0081126,0.0070766,0.0092989,0.0045341
validation,G-raw-2h,10,0.01,0.02,8382,0.012395,0.015032,0.012641,0.017868,0.0026376
validation,G-raw-2h,10,0.02,0.05,16764,0.031713,0.026127,0.023819,0.028653,-0.0055851
validation,G-raw-2h,10,0.05,0.1,8382,0.067269,0.047483,0.043134,0.052246,-0.019786
validation,G-raw-2h,10,0.1,0.2,16764,0.13271,0.092639,0.088343,0.097122,-0.040071
validation,G-raw-2h,10,0.2,0.3,8382,0.22716,0.17538,0.16738,0.18367,-0.051787
validation,G-raw-2h,10,0.3,0.4,8382,0.30895,0.26676,0.2574,0.27634,-0.042192
validation,G-raw-2h,10,0.4,0.5,8382,0.40152,0.37724,0.36692,0.38767,-0.024286
validation,G-raw-2h,10,0.5,0.6,16764,0.54924,0.57128,0.56378,0.57876,0.022045
validation,G-raw-2h,10,0.6,0.7,8382,0.69105,0.74541,0.73597,0.75462,0.054361
validation,G-raw-2h,10,0.7,0.8,8382,0.77284,0.83822,0.83019,0.84595,0.065387
validation,G-raw-2h,10,0.8,0.9,16764,0.86729,0.91255,0.90818,0.91673,0.045261
validation,G-raw-2h,10,0.9,0.95,8382,0.93273,0.9518,0.94701,0.95618,0.01907
validation,G-raw-2h,10,0.95,0.98,16764,0.96829,0.97017,0.96749,0.97264,0.0018867
validation,G-raw-2h,10,0.98,0.99,8382,0.98761,0.98199,0.97891,0.98462,-0.0056202
validation,G-raw-2h,10,0.99,1,25146,0.99642,0.98954,0.98821,0.99073,-0.0068804
validation,G-raw-2h,5,0,0.01,25146,0.0036545,0.0069196,0.0059676,0.0080222,0.0032651
validation,G-raw-2h,5,0.01,0.02,8382,0.012591,0.012169,0.010035,0.01475,-0.00042234
validation,G-raw-2h,5,0.02,0.05,16764,0.032067,0.021534,0.019444,0.023844,-0.010533
validation,G-raw-2h,5,0.05,0.1,8382,0.067798,0.043068,0.038928,0.047628,-0.024729
validation,G-raw-2h,5,0.1,0.2,16764,0.13335,0.083572,0.079477,0.087857,-0.049776
validation,G-raw-2h,5,0.2,0.3,8382,0.22777,0.15748,0.14984,0.16543,-0.070293
validation,G-raw-2h,5,0.3,0.4,8382,0.30943,0.24553,0.23643,0.25486,-0.063904
validation,G-raw-2h,5,0.4,0.5,8382,0.40178,0.36757,0.35731,0.37795,-0.03421
validation,G-raw-2h,5,0.5,0.6,16764,0.54911,0.57462,0.56712,0.58209,0.025516
validation,G-raw-2h,5,0.6,0.7,8382,0.69057,0.75901,0.74973,0.76804,0.068438
validation,G-raw-2h,5,0.7,0.8,8382,0.77223,0.84133,0.83335,0.84899,0.0691
validation,G-raw-2h,5,0.8,0.9,16764,0.86665,0.91476,0.91044,0.91889,0.048106
validation,G-raw-2h,5,0.9,0.95,8382,0.9322,0.9586,0.95412,0.96266,0.026399
validation,G-raw-2h,5,0.95,0.98,16764,0.96793,0.97674,0.97434,0.97891,0.0088028
validation,G-raw-2h,5,0.98,0.99,8382,0.98741,0.98676,0.98408,0.98899,-0.00065139
validation,G-raw-2h,5,0.99,1,25146,0.99635,0.99197,0.99079,0.993,-0.0043786
validation,G-raw-2h,3,0,0.01,25146,0.0037772,0.0062833,0.0053792,0.0073382,0.0025062
validation,G-raw-2h,3,0.01,0.02,8382,0.012907,0.011095,0.0090661,0.013572,-0.0018113
validation,G-raw-2h,3,0.02,0.05,16764,0.032632,0.021296,0.019217,0.023593,-0.011336
validation,G-raw-2h,3,0.05,0.1,8382,0.068637,0.040444,0.036433,0.044876,-0.028194
validation,G-raw-2h,3,0.1,0.2,16764,0.13436,0.079038,0.07505,0.08322,-0.055319
validation,G-raw-2h,3,0.2,0.3,8382,0.22874,0.14937,0.1419,0.15716,-0.07937
validation,G-raw-2h,3,0.3,0.4,8382,0.31018,0.24266,0.2336,0.25196,-0.067517
validation,G-raw-2h,3,0.4,0.5,8382,0.40219,0.35863,0.34843,0.36896,-0.043569
validation,G-raw-2h,3,0.5,0.6,16764,0.5489,0.57725,0.56975,0.58471,0.028346
validation,G-raw-2h,3,0.6,0.7,8382,0.68982,0.76807,0.75892,0.77699,0.078254
validation,G-raw-2h,3,0.7,0.8,8382,0.77126,0.84932,0.8415,0.85682,0.078058
validation,G-raw-2h,3,0.8,0.9,16764,0.86564,0.91977,0.91556,0.92379,0.054126
validation,G-raw-2h,3,0.9,0.95,8382,0.93136,0.95932,0.95487,0.96334,0.027955
validation,G-raw-2h,3,0.95,0.98,16764,0.96737,0.9799,0.97766,0.98191,0.012529
validation,G-raw-2h,3,0.98,0.99,8382,0.98709,0.98938,0.98695,0.99136,0.0022885
validation,G-raw-2h,3,0.99,1,25146,0.99622,0.99411,0.99309,0.99499,-0.0021085
validation,G-raw-2h,2,0,0.01,25146,0.0039794,0.0073968,0.0064104,0.0085337,0.0034174
validation,G-raw-2h,2,0.01,0.02,8382,0.01342,0.013123,0.0109,0.015792,-0.00029679
validation,G-raw-2h,2,0.02,0.05,16764,0.033544,0.021236,0.019161,0.023531,-0.012308
validation,G-raw-2h,2,0.05,0.1,8382,0.069984,0.039489,0.035527,0.043874,-0.030495
validation,G-raw-2h,2,0.1,0.2,16764,0.13597,0.076473,0.072547,0.080594,-0.059493
validation,G-raw-2h,2,0.2,0.3,8382,0.23027,0.14662,0.13921,0.15436,-0.083646
validation,G-raw-2h,2,0.3,0.4,8382,0.31137,0.22954,0.22066,0.23866,-0.081829
validation,G-raw-2h,2,0.4,0.5,8382,0.40285,0.34693,0.33682,0.35719,-0.055912
validation,G-raw-2h,2,0.5,0.6,16764,0.54858,0.57773,0.57023,0.58518,0.029149
validation,G-raw-2h,2,0.6,0.7,8382,0.68863,0.76831,0.75916,0.77722,0.079682
validation,G-raw-2h,2,0.7,0.8,8382,0.76973,0.85385,0.84613,0.86125,0.084123
validation,G-raw-2h,2,0.8,0.9,16764,0.86403,0.92544,0.92136,0.92932,0.061402
validation,G-raw-2h,2,0.9,0.95,8382,0.93002,0.96182,0.9575,0.96572,0.031807
validation,G-raw-2h,2,0.95,0.98,16764,0.96646,0.97942,0.97716,0.98146,0.012964
validation,G-raw-2h,2,0.98,0.99,8382,0.98658,0.98819,0.98564,0.99029,0.0016091
validation,G-raw-2h,2,0.99,1,25146,0.99602,0.9936,0.99253,0.99451,-0.0024232
validation,G-blend,60,0,0.01,22111,0.0034467,0.0093619,0.008175,0.010719,0.0059151
validation,G-blend,60,0.01,0.02,8497,0.014644,0.017065,0.014521,0.020045,0.0024209
validation,G-blend,60,0.02,0.05,14311,0.033436,0.029488,0.02684,0.032388,-0.0039485
validation,G-blend,60,0.05,0.1,13187,0.07291,0.051718,0.048067,0.05563,-0.021193
validation,G-blend,60,0.1,0.2,16026,0.14627,0.10414,0.099509,0.10897,-0.042129
validation,G-blend,60,0.2,0.3,11496,0.24815,0.19555,0.1884,0.2029,-0.052601
validation,G-blend,60,0.3,0.4,9712,0.34931,0.31755,0.30836,0.32687,-0.031769
validation,G-blend,60,0.4,0.5,5244,0.4175,0.40732,0.3941,0.42068,-0.01018
validation,G-blend,60,0.5,0.6,13626,0.53175,0.5499,0.54154,0.55824,0.018155
validation,G-blend,60,0.6,0.7,9712,0.65069,0.70542,0.69627,0.7144,0.05473
validation,G-blend,60,0.7,0.8,11496,0.75185,0.81585,0.80866,0.82283,0.063996
validation,G-blend,60,0.8,0.9,16026,0.85373,0.89854,0.89377,0.90312,0.044812
validation,G-blend,60,0.9,0.95,13187,0.92709,0.9473,0.94335,0.95098,0.020207
validation,G-blend,60,0.95,0.98,14311,0.96656,0.97058,0.96768,0.97323,0.0040184
validation,G-blend,60,0.98,0.99,8497,0.98536,0.98199,0.97894,0.98461,-0.0033624
validation,G-blend,60,0.99,1,22111,0.99655,0.99123,0.98991,0.99237,-0.0053272
validation,G-blend,45,0,0.01,22682,0.0034002,0.0086412,0.0075171,0.0099317,0.005241
validation,G-blend,45,0.01,0.02,8459,0.014597,0.016669,0.014152,0.019624,0.0020715
validation,G-blend,45,0.02,0.05,14286,0.033403,0.026179,0.023686,0.028928,-0.0072235
validation,G-blend,45,0.05,0.1,13026,0.07291,0.048595,0.045034,0.052423,-0.024315
validation,G-blend,45,0.1,0.2,15939,0.14627,0.1017,0.097103,0.10649,-0.04457
validation,G-blend,45,0.2,0.3,11425,0.24843,0.1986,0.19139,0.20602,-0.049827
validation,G-blend,45,0.3,0.4,9654,0.34986,0.31904,0.30981,0.32841,-0.03082
validation,G-blend,45,0.4,0.5,5113,0.41721,0.40035,0.387,0.41385,-0.016853
validation,G-blend,45,0.5,0.6,13495,0.53137,0.5502,0.5418,0.55858,0.018834
validation,G-blend,45,0.6,0.7,9654,0.65014,0.69204,0.68276,0.70118,0.041903
validation,G-blend,45,0.7,0.8,11425,0.75157,0.80919,0.80188,0.81629,0.057617
validation,G-blend,45,0.8,0.9,15939,0.85373,0.89962,0.89486,0.90419,0.045887
validation,G-blend,45,0.9,0.95,13026,0.92709,0.94641,0.94241,0.95015,0.019325
validation,G-blend,45,0.95,0.98,14286,0.9666,0.97053,0.96763,0.97318,0.0039336
validation,G-blend,45,0.98,0.99,8459,0.9854,0.98392,0.98101,0.98639,-0.0014804
validation,G-blend,45,0.99,1,22682,0.9966,0.99295,0.99177,0.99395,-0.0036538
validation,G-blend,30,0,0.01,25545,0.0031225,0.0077902,0.0067836,0.0089448,0.0046676
validation,G-blend,30,0.01,0.02,8295,0.014567,0.014708,0.012333,0.017532,0.00014093
validation,G-blend,30,0.02,0.05,13667,0.033277,0.026048,0.023508,0.028855,-0.0072292
validation,G-blend,30,0.05,0.1,12598,0.072828,0.046515,0.042974,0.050333,-0.026312
validation,G-blend,30,0.1,0.2,15354,0.14617,0.10304,0.098325,0.10794,-0.043137
validation,G-blend,30,0.2,0.3,11107,0.24862,0.20339,0.196,0.21097,-0.045239
validation,G-blend,30,0.3,0.4,9530,0.35188,0.31857,0.30929,0.328,-0.033307
validation,G-blend,30,0.4,0.5,4488,0.41674,0.38436,0.37023,0.39868,-0.032385
validation,G-blend,30,0.5,0.6,12870,0.52903,0.53287,0.52424,0.54148,0.003834
validation,G-blend,30,0.6,0.7,9530,0.64812,0.67985,0.67042,0.68915,0.031733
validation,G-blend,30,0.7,0.8,11107,0.75138,0.79418,0.78656,0.8016,0.042808
validation,G-blend,30,0.8,0.9,15354,0.85383,0.89104,0.88601,0.89587,0.03721
validation,G-blend,30,0.9,0.95,12598,0.92717,0.94324,0.93907,0.94715,0.016072
validation,G-blend,30,0.95,0.98,13667,0.96672,0.97066,0.96769,0.97336,0.0039366
validation,G-blend,30,0.98,0.99,8295,0.98543,0.98397,0.98103,0.98645,-0.001467
validation,G-blend,30,0.99,1,25545,0.99688,0.99166,0.99047,0.99271,-0.0052157
validation,G-blend,20,0,0.01,28275,0.0029774,0.0067551,0.0058651,0.0077791,0.0037777
validation,G-blend,20,0.01,0.02,8218,0.014578,0.016792,0.014232,0.019805,0.0022141
validation,G-blend,20,0.02,0.05,13325,0.033253,0.027017,0.024397,0.029909,-0.0062365
validation,G-blend,20,0.05,0.1,12102,0.072753,0.050901,0.047125,0.054961,-0.021852
validation,G-blend,20,0.1,0.2,14723,0.14603,0.10365,0.098827,0.10867,-0.042387
validation,G-blend,20,0.2,0.3,10712,0.24878,0.19735,0.18992,0.20499,-0.051427
validation,G-blend,20,0.3,0.4,9408,0.35385,0.31845,0.30911,0.32794,-0.035399
validation,G-blend,20,0.4,0.5,3821,0.41522,0.39047,0.37512,0.40604,-0.024749
validation,G-blend,20,0.5,0.6,12203,0.52655,0.53503,0.52617,0.54387,0.0084869
validation,G-blend,20,0.6,0.7,9408,0.64615,0.69377,0.68438,0.703,0.047622
validation,G-blend,20,0.7,0.8,10712,0.75122,0.80667,0.79908,0.81403,0.055441
validation,G-blend,20,0.8,0.9,14723,0.85397,0.89561,0.89056,0.90044,0.04164
validation,G-blend,20,0.9,0.95,12102,0.92725,0.94769,0.94358,0.95152,0.020448
validation,G-blend,20,0.95,0.98,13325,0.96675,0.97478,0.97198,0.97731,0.0080376
validation,G-blend,20,0.98,0.99,8218,0.98542,0.98613,0.98336,0.98844,0.00070629
validation,G-blend,20,0.99,1,28275,0.99702,0.99211,0.99101,0.99308,-0.0049094
validation,G-blend,15,0,0.01,28830,0.0029085,0.0063822,0.0055265,0.0073695,0.0034738
validation,G-blend,15,0.01,0.02,8260,0.014544,0.01368,0.011392,0.016421,-0.00086377
validation,G-blend,15,0.02,0.05,13247,0.033294,0.025515,0.022964,0.028341,-0.0077789
validation,G-blend,15,0.05,0.1,12011,0.072875,0.049621,0.045879,0.053651,-0.023254
validation,G-blend,15,0.1,0.2,14580,0.14626,0.10672,0.10181,0.11184,-0.039537
validation,G-blend,15,0.2,0.3,10600,0.24893,0.20953,0.20189,0.21738,-0.039402
validation,G-blend,15,0.3,0.4,9386,0.35429,0.32921,0.31978,0.33879,-0.025081
validation,G-blend,15,0.4,0.5,3670,0.4152,0.39728,0.38156,0.41321,-0.017921
validation,G-blend,15,0.5,0.6,12052,0.52582,0.53327,0.52436,0.54217,0.0074485
validation,G-blend,15,0.6,0.7,9386,0.64571,0.67249,0.66293,0.68191,0.026785
validation,G-blend,15,0.7,0.8,10600,0.75107,0.79623,0.78845,0.80379,0.045157
validation,G-blend,15,0.8,0.9,14580,0.85374,0.89335,0.88823,0.89825,0.039605
validation,G-blend,15,0.9,0.95,12011,0.92713,0.94597,0.94178,0.94987,0.018841
validation,G-blend,15,0.95,0.98,13247,0.96671,0.97207,0.96912,0.97474,0.0053633
validation,G-blend,15,0.98,0.99,8260,0.98546,0.98402,0.98108,0.98651,-0.0014365
validation,G-blend,15,0.99,1,28830,0.99709,0.99268,0.99163,0.9936,-0.0044103
validation,G-blend,10,0,0.01,30811,0.0027215,0.0055175,0.0047498,0.0064085,0.002796
validation,G-blend,10,0.01,0.02,8065,0.014599,0.016987,0.014388,0.020046,0.0023875
validation,G-blend,10,0.02,0.05,12831,0.033264,0.027667,0.024968,0.03065,-0.0055966
validation,G-blend,10,0.05,0.1,11761,0.072831,0.056203,0.052183,0.060512,-0.016628
validation,G-blend,10,0.1,0.2,14117,0.1461,0.11348,0.10835,0.11882,-0.032618
validation,G-blend,10,0.2,0.3,10514,0.24919,0.21571,0.20795,0.22368,-0.033474
validation,G-blend,10,0.3,0.4,9289,0.35624,0.33524,0.32571,0.3449,-0.021006
validation,G-blend,10,0.4,0.5,3196,0.41557,0.4005,0.38364,0.4176,-0.01507
validation,G-blend,10,0.5,0.6,11578,0.52331,0.5355,0.5264,0.54457,0.012192
validation,G-blend,10,0.6,0.7,9289,0.64376,0.67876,0.66919,0.68818,0.035001
validation,G-blend,10,0.7,0.8,10514,0.75081,0.79703,0.78924,0.80461,0.046219
validation,G-blend,10,0.8,0.9,14117,0.8539,0.89318,0.88798,0.89817,0.039276
validation,G-blend,10,0.9,0.95,11761,0.92717,0.94201,0.93764,0.94609,0.014842
validation,G-blend,10,0.95,0.98,12831,0.96674,0.97007,0.96698,0.97288,0.0033364
validation,G-blend,10,0.98,0.99,8065,0.9854,0.98053,0.97728,0.98333,-0.0048673
validation,G-blend,10,0.99,1,30811,0.99728,0.99241,0.99137,0.99332,-0.0048732
validation,G-blend,5,0,0.01,34454,0.0024453,0.0052824,0.0045702,0.0061049,0.0028371
validation,G-blend,5,0.01,0.02,7840,0.014569,0.014286,0.011887,0.01716,-0.00028338
validation,G-blend,5,0.02,0.05,12271,0.033201,0.027626,0.024871,0.030677,-0.0055751
validation,G-blend,5,0.05,0.1,11093,0.072734,0.053998,0.049944,0.05836,-0.018736
validation,G-blend,5,0.1,0.2,13455,0.14614,0.11208,0.10686,0.11752,-0.034061
validation,G-blend,5,0.2,0.3,9870,0.24912,0.21074,0.20281,0.2189,-0.038379
validation,G-blend,5,0.3,0.4,9058,0.35726,0.33219,0.32257,0.34196,-0.025065
validation,G-blend,5,0.4,0.5,2543,0.41468,0.40464,0.38572,0.42385,-0.010036
validation,G-blend,5,0.5,0.6,10925,0.51986,0.53199,0.52262,0.54133,0.01213
validation,G-blend,5,0.6,0.7,9058,0.64274,0.67366,0.66393,0.68324,0.030917
validation,G-blend,5,0.7,0.8,9870,0.75088,0.79291,0.7848,0.80079,0.042027
validation,G-blend,5,0.8,0.9,13455,0.85386,0.88673,0.88127,0.89198,0.032872
validation,G-blend,5,0.9,0.95,11093,0.92727,0.94357,0.93912,0.94771,0.016302
validation,G-blend,5,0.95,0.98,12271,0.9668,0.97197,0.96889,0.97474,0.0051676
validation,G-blend,5,0.98,0.99,7840,0.98543,0.98189,0.97869,0.98461,-0.0035431
validation,G-blend,5,0.99,1,34454,0.99755,0.99388,0.993,0.99465,-0.0036788
validation,G-blend,3,0,0.01,37778,0.0022128,0.0051882,0.0045124,0.0059647,0.0029754
validation,G-blend,3,0.01,0.02,7570,0.014545,0.017701,0.014966,0.020926,0.0031563
validation,G-blend,3,0.02,0.05,11722,0.033175,0.029773,0.026847,0.033007,-0.0034015
validation,G-blend,3,0.05,0.1,10525,0.072773,0.058717,0.054385,0.063372,-0.014056
validation,G-blend,3,0.1,0.2,12783,0.14608,0.11461,0.1092,0.12024,-0.031478
validation,G-blend,3,0.2,0.3,9366,0.24866,0.21802,0.20978,0.2265,-0.030641
validation,G-blend,3,0.3,0.4,8861,0.3579,0.33563,0.32587,0.34553,-0.022276
validation,G-blend,3,0.4,0.5,1979,0.41445,0.39717,0.37583,0.41891,-0.017279
validation,G-blend,3,0.5,0.6,10361,0.51634,0.52234,0.51272,0.53195,0.0060028
validation,G-blend,3,0.6,0.7,8861,0.6421,0.68017,0.67038,0.6898,0.038076
validation,G-blend,3,0.7,0.8,9366,0.75134,0.79383,0.78552,0.8019,0.042492
validation,G-blend,3,0.8,0.9,12783,0.85392,0.88336,0.87768,0.88881,0.029444
validation,G-blend,3,0.9,0.95,10525,0.92723,0.93986,0.93515,0.94424,0.01263
validation,G-blend,3,0.95,0.98,11722,0.96683,0.96878,0.96547,0.97177,0.0019513
validation,G-blend,3,0.98,0.99,7570,0.98545,0.98177,0.9785,0.98455,-0.0036847
validation,G-blend,3,0.99,1,37778,0.99779,0.99439,0.99358,0.99509,-0.0033989
validation,G-blend,2,0,0.01,38586,0.0021484,0.0054424,0.0047559,0.0062273,0.003294
validation,G-blend,2,0.01,0.02,7548,0.014533,0.016561,0.013918,0.019695,0.0020277
validation,G-blend,2,0.02,0.05,11577,0.033205,0.033515,0.030388,0.036951,0.00030964
validation,G-blend,2,0.05,0.1,10383,0.072861,0.059809,0.055409,0.064535,-0.013052
validation,G-blend,2,0.1,0.2,12574,0.14601,0.11516,0.1097,0.12086,-0.030848
validation,G-blend,2,0.2,0.3,9268,0.24841,0.21105,0.20286,0.21948,-0.037357
validation,G-blend,2,0.3,0.4,8803,0.35806,0.32319,0.31349,0.33303,-0.034871
validation,G-blend,2,0.4,0.5,1845,0.41447,0.39729,0.3752,0.41981,-0.017177
validation,G-blend,2,0.5,0.6,10227,0.51543,0.52303,0.51334,0.5327,0.0075968
validation,G-blend,2,0.6,0.7,8803,0.64194,0.67534,0.66548,0.68504,0.033394
validation,G-blend,2,0.7,0.8,9268,0.75159,0.79618,0.78786,0.80426,0.044586
validation,G-blend,2,0.8,0.9,12574,0.85399,0.88699,0.88134,0.89241,0.032996
validation,G-blend,2,0.9,0.95,10383,0.92714,0.94183,0.93716,0.94617,0.014689
validation,G-blend,2,0.95,0.98,11577,0.96679,0.96908,0.96576,0.97208,0.0022817
validation,G-blend,2,0.98,0.99,7548,0.98547,0.98092,0.97758,0.98377,-0.0045449
validation,G-blend,2,0.99,1,38586,0.99785,0.99303,0.99215,0.99381,-0.004823
validation,T-blend,60,0,0.01,13825,0.0063579,0.0083183,0.0069349,0.0099748,0.0019604
