period,model,tau_min,bin_lo,bin_hi,n,p_mean,y_mean,y_lo,y_hi,gap
validation,EMP-blend,60,0.02,0.05,25506,0.032656,0.031679,0.029599,0.0339,-0.00097695
validation,EMP-blend,60,0.05,0.1,15159,0.071223,0.073026,0.068991,0.077277,0.0018028
validation,EMP-blend,60,0.1,0.2,13824,0.14453,0.15343,0.14752,0.15953,0.0089015
validation,EMP-blend,60,0.2,0.3,9190,0.24845,0.2543,0.2455,0.2633,0.0058467
validation,EMP-blend,60,0.3,0.4,8095,0.35929,0.36208,0.35167,0.37261,0.0027867
validation,EMP-blend,60,0.4,0.5,2406,0.41493,0.42269,0.40309,0.44254,0.0077666
validation,EMP-blend,60,0.5,0.6,9110,0.51705,0.51548,0.50521,0.52573,-0.0015762
validation,EMP-blend,60,0.6,0.7,8754,0.64391,0.64508,0.63499,0.65503,0.001164
validation,EMP-blend,60,0.7,0.8,8654,0.75386,0.74867,0.73942,0.7577,-0.0051881
validation,EMP-blend,60,0.8,0.9,14275,0.8552,0.84694,0.84094,0.85275,-0.0082691
validation,EMP-blend,60,0.9,0.95,14435,0.92842,0.92109,0.91658,0.92538,-0.0073229
validation,EMP-blend,60,0.95,0.98,22031,0.96767,0.96287,0.96029,0.96529,-0.004799
validation,EMP-blend,60,0.98,0.99,15797,0.98555,0.98462,0.98258,0.98642,-0.00093381
validation,EMP-blend,60,0.99,1,15910,0.99352,0.99252,0.99106,0.99375,-0.00099765
validation,EMP-blend,45,0,0.01,10508,0.0067746,0.0071374,0.0056982,0.0089368,0.00036283
validation,EMP-blend,45,0.01,0.02,18532,0.014518,0.012141,0.010662,0.013822,-0.0023773
validation,EMP-blend,45,0.02,0.05,22562,0.032424,0.029607,0.027474,0.0319,-0.0028163
validation,EMP-blend,45,0.05,0.1,15024,0.071935,0.06849,0.064561,0.072641,-0.0034449
validation,EMP-blend,45,0.1,0.2,14071,0.14418,0.14576,0.14003,0.15169,0.0015804
validation,EMP-blend,45,0.2,0.3,9279,0.24887,0.25358,0.24483,0.26254,0.0047131
validation,EMP-blend,45,0.3,0.4,8422,0.35896,0.36167,0.35148,0.37199,0.0027156
validation,EMP-blend,45,0.4,0.5,2186,0.41468,0.41812,0.3976,0.43892,0.0034323
validation,EMP-blend,45,0.5,0.6,9278,0.5169,0.5152,0.50502,0.52536,-0.0017077
validation,EMP-blend,45,0.6,0.7,8900,0.64312,0.64596,0.63596,0.65583,0.0028365
validation,EMP-blend,45,0.7,0.8,9312,0.75263,0.74828,0.73937,0.75699,-0.0043517
validation,EMP-blend,45,0.8,0.9,14191,0.85501,0.85153,0.84558,0.85728,-0.0034864
validation,EMP-blend,45,0.9,0.95,14984,0.92833,0.92559,0.92128,0.92968,-0.0027424
validation,EMP-blend,45,0.95,0.98,19788,0.9671,0.96427,0.96159,0.96677,-0.002832
validation,EMP-blend,45,0.98,0.99,15116,0.98548,0.98598,0.98397,0.98773,0.00049818
validation,EMP-blend,45,0.99,1,17397,0.99421,0.99402,0.99276,0.99506,-0.00018735
validation,EMP-blend,30,0,0.01,15556,0.0062833,0.0058498,0.0047674,0.0071763,-0.00043346
validation,EMP-blend,30,0.01,0.02,17059,0.014458,0.011958,0.010434,0.013703,-0.0024996
validation,EMP-blend,30,0.02,0.05,20609,0.03224,0.029696,0.027464,0.032102,-0.0025441
validation,EMP-blend,30,0.05,0.1,13924,0.071915,0.066576,0.062553,0.070837,-0.0053394
validation,EMP-blend,30,0.1,0.2,13942,0.14467,0.14209,0.13639,0.14798,-0.0025795
validation,EMP-blend,30,0.2,0.3,9220,0.24781,0.2487,0.23998,0.25763,0.00089299
validation,EMP-blend,30,0.3,0.4,8693,0.35829,0.35776,0.34775,0.3679,-0.00052833
validation,EMP-blend,30,0.4,0.5,4352,0.46827,0.46163,0.44686,0.47647,-0.0066382
validation,EMP-blend,30,0.5,0.6,7103,0.52003,0.51964,0.50801,0.53124,-0.00038707
validation,EMP-blend,30,0.6,0.7,8736,0.642,0.63954,0.62941,0.64954,-0.0024602
validation,EMP-blend,30,0.7,0.8,9505,0.75232,0.74824,0.73941,0.75686,-0.0040784
validation,EMP-blend,30,0.8,0.9,14036,0.85475,0.84967,0.84366,0.85549,-0.0050814
validation,EMP-blend,30,0.9,0.95,13780,0.928,0.92598,0.92149,0.93023,-0.0020236
validation,EMP-blend,30,0.95,0.98,19073,0.9677,0.9666,0.96396,0.96906,-0.0010942
validation,EMP-blend,30,0.98,0.99,15921,0.98541,0.9853,0.98331,0.98706,-0.00010477
validation,EMP-blend,30,0.99,1,18041,0.99437,0.99335,0.99205,0.99443,-0.001019
validation,EMP-blend,20,0,0.01,19457,0.0061176,0.0049854,0.0040887,0.0060774,-0.0011323
validation,EMP-blend,20,0.01,0.02,14948,0.01461,0.012845,0.01116,0.014779,-0.0017658
validation,EMP-blend,20,0.02,0.05,20735,0.031895,0.029949,0.027715,0.032358,-0.0019457
validation,EMP-blend,20,0.05,0.1,13406,0.071913,0.071088,0.066859,0.075561,-0.00082503
validation,EMP-blend,20,0.1,0.2,13746,0.14472,0.13931,0.13363,0.1452,-0.0054097
validation,EMP-blend,20,0.2,0.3,8673,0.24709,0.24732,0.23835,0.25651,0.00022947
validation,EMP-blend,20,0.3,0.4,8395,0.35844,0.35759,0.34741,0.36791,-0.00084248
validation,EMP-blend,20,0.4,0.5,1224,0.41339,0.41503,0.38774,0.44286,0.0016425
validation,EMP-blend,20,0.5,0.6,9049,0.51094,0.50779,0.49749,0.51809,-0.0031505
validation,EMP-blend,20,0.6,0.7,8572,0.64523,0.64652,0.63634,0.65658,0.0012907
validation,EMP-blend,20,0.7,0.8,8697,0.75376,0.75532,0.74617,0.76424,0.0015586
validation,EMP-blend,20,0.8,0.9,13491,0.85526,0.85576,0.84973,0.86158,0.00049498
validation,EMP-blend,20,0.9,0.95,13007,0.92778,0.92658,0.92197,0.93094,-0.0012053
validation,EMP-blend,20,0.95,0.98,18564,0.96776,0.96773,0.96509,0.97018,-3.1346e-05
validation,EMP-blend,20,0.98,0.99,14655,0.98571,0.98738,0.98544,0.98906,0.0016669
validation,EMP-blend,20,0.99,1,22931,0.99406,0.9925,0.9913,0.99354,-0.0015561
validation,EMP-blend,15,0,0.01,20923,0.0057064,0.0054963,0.0045813,0.0065929,-0.00021004
validation,EMP-blend,15,0.01,0.02,16827,0.014592,0.011826,0.010301,0.013575,-0.0027658
validation,EMP-blend,15,0.02,0.05,18678,0.032092,0.030838,0.028454,0.033416,-0.001254
validation,EMP-blend,15,0.05,0.1,12089,0.072153,0.069816,0.065408,0.074496,-0.0023375
validation,EMP-blend,15,0.1,0.2,13109,0.14526,0.14219,0.13632,0.14828,-0.0030708
validation,EMP-blend,15,0.2,0.3,8824,0.24805,0.24909,0.24018,0.25823,0.0010431
validation,EMP-blend,15,0.3,0.4,8429,0.35974,0.36232,0.35212,0.37264,0.002578
validation,EMP-blend,15,0.4,0.5,5287,0.47005,0.47967,0.46622,0.49314,0.0096137
validation,EMP-blend,15,0.5,0.6,6256,0.52434,0.52238,0.50999,0.53474,-0.0019578
validation,EMP-blend,15,0.6,0.7,8462,0.64077,0.63897,0.62868,0.64914,-0.0018007
validation,EMP-blend,15,0.7,0.8,8810,0.75196,0.75096,0.74183,0.75988,-0.00099619
validation,EMP-blend,15,0.8,0.9,12873,0.85581,0.85404,0.84783,0.86003,-0.0017767
validation,EMP-blend,15,0.9,0.95,12853,0.92769,0.92811,0.92352,0.93245,0.00042071
validation,EMP-blend,15,0.95,0.98,18089,0.96752,0.96561,0.96286,0.96817,-0.0019008
validation,EMP-blend,15,0.98,0.99,14982,0.98581,0.98598,0.98397,0.98774,0.00017776
validation,EMP-blend,15,0.99,1,23059,0.99417,0.99341,0.99228,0.99437,-0.0007605
validation,EMP-blend,10,0,0.01,26147,0.0053716,0.0050484,0.004259,0.0059831,-0.00032324
validation,EMP-blend,10,0.01,0.02,13040,0.014559,0.013804,0.011939,0.015954,-0.00075491
validation,EMP-blend,10,0.02,0.05,17126,0.032825,0.033808,0.031204,0.036621,0.00098286
validation,EMP-blend,10,0.05,0.1,12535,0.071505,0.07156,0.067177,0.076204,5.4589e-05
validation,EMP-blend,10,0.1,0.2,12779,0.14552,0.14391,0.13793,0.1501,-0.0016078
validation,EMP-blend,10,0.2,0.3,8786,0.24803,0.25142,0.24246,0.2606,0.0033959
validation,EMP-blend,10,0.3,0.4,8508,0.35869,0.36048,0.35035,0.37075,0.0017944
validation,EMP-blend,10,0.4,0.5,3782,0.46197,0.4651,0.44924,0.48102,0.0031293
validation,EMP-blend,10,0.5,0.6,7175,0.51769,0.51721,0.50564,0.52876,-0.00047494
validation,EMP-blend,10,0.6,0.7,8677,0.64478,0.64827,0.63815,0.65825,0.0034887
validation,EMP-blend,10,0.7,0.8,8584,0.75336,0.75629,0.7471,0.76526,0.0029338
validation,EMP-blend,10,0.8,0.9,13499,0.85582,0.85932,0.85336,0.86509,0.0035005
validation,EMP-blend,10,0.9,0.95,13048,0.92764,0.92834,0.92379,0.93264,0.0006971
validation,EMP-blend,10,0.95,0.98,18112,0.9674,0.96616,0.96342,0.96869,-0.0012485
validation,EMP-blend,10,0.98,0.99,13413,0.98558,0.98449,0.98226,0.98645,-0.0010901
validation,EMP-blend,10,0.99,1,24339,0.99432,0.99367,0.9926,0.99459,-0.00064858
validation,EMP-blend,5,0,0.01,27854,0.004764,0.0042364,0.003539,0.0050705,-0.00052765
validation,EMP-blend,5,0.01,0.02,13318,0.014311,0.012164,0.010438,0.014171,-0.0021472
validation,EMP-blend,5,0.02,0.05,15986,0.032569,0.029338,0.026833,0.032069,-0.003231
validation,EMP-blend,5,0.05,0.1,12516,0.072316,0.066315,0.062087,0.070809,-0.0060005
validation,EMP-blend,5,0.1,0.2,12921,0.14386,0.13815,0.13231,0.1442,-0.0057172
validation,EMP-blend,5,0.2,0.3,8383,0.24635,0.2412,0.23216,0.25048,-0.0051489
validation,EMP-blend,5,0.3,0.4,8432,0.35611,0.35389,0.34375,0.36416,-0.0022167
validation,EMP-blend,5,0.4,0.5,2585,0.45906,0.47041,0.45122,0.48968,0.011341
validation,EMP-blend,5,0.5,0.6,7490,0.51426,0.50868,0.49735,0.51999,-0.0055782
validation,EMP-blend,5,0.6,0.7,8398,0.64959,0.64956,0.63929,0.65969,-2.6247e-05
validation,EMP-blend,5,0.7,0.8,8290,0.75524,0.75489,0.74551,0.76403,-0.00035231
validation,EMP-blend,5,0.8,0.9,12821,0.85496,0.85337,0.84714,0.85938,-0.0015909
validation,EMP-blend,5,0.9,0.95,12194,0.92771,0.92923,0.92454,0.93365,0.0015179
validation,EMP-blend,5,0.95,0.98,17336,0.9677,0.96822,0.9655,0.97073,0.00051458
validation,EMP-blend,5,0.98,0.99,12377,0.98566,0.98562,0.98337,0.98757,-4.5031e-05
validation,EMP-blend,5,0.99,1,28649,0.9948,0.99476,0.99386,0.99554,-3.5985e-05
validation,EMP-blend,3,0,0.01,29799,0.0042712,0.0036578,0.0030335,0.0044102,-0.00061335
validation,EMP-blend,3,0.01,0.02,12259,0.01453,0.012644,0.010813,0.01478,-0.0018863
validation,EMP-blend,3,0.02,0.05,16653,0.032683,0.029784,0.027309,0.032477,-0.0028987
validation,EMP-blend,3,0.05,0.1,12183,0.072221,0.067717,0.063391,0.072317,-0.0045039
validation,EMP-blend,3,0.1,0.2,12400,0.14477,0.13798,0.13203,0.14417,-0.0067838
validation,EMP-blend,3,0.2,0.3,8228,0.24434,0.24392,0.23476,0.25332,-0.00041668
validation,EMP-blend,3,0.3,0.4,8302,0.35126,0.35425,0.34403,0.36461,0.0029914
validation,EMP-blend,3,0.4,0.5,2171,0.46771,0.49608,0.47508,0.5171,0.028379
validation,EMP-blend,3,0.5,0.6,7270,0.5122,0.49849,0.487,0.50998,-0.013717
validation,EMP-blend,3,0.6,0.7,8023,0.65458,0.65375,0.64326,0.66408,-0.00083454
validation,EMP-blend,3,0.7,0.8,7755,0.75668,0.75564,0.74595,0.76508,-0.0010422
validation,EMP-blend,3,0.8,0.9,12555,0.85509,0.85376,0.84747,0.85984,-0.0013302
validation,EMP-blend,3,0.9,0.95,11987,0.92781,0.92525,0.92041,0.92983,-0.0025603
validation,EMP-blend,3,0.95,0.98,15047,0.96678,0.96591,0.96289,0.96869,-0.0008698
validation,EMP-blend,3,0.98,0.99,11741,0.98575,0.98484,0.98247,0.9869,-0.00091239
validation,EMP-blend,3,0.99,1,33177,0.99509,0.99524,0.99444,0.99592,0.00014532
validation,EMP-blend,2,0,0.01,29480,0.0042273,0.0039688,0.0033129,0.004754,-0.00025849
validation,EMP-blend,2,0.01,0.02,12557,0.014506,0.011786,0.010042,0.013829,-0.0027197
validation,EMP-blend,2,0.02,0.05,16308,0.032702,0.029985,0.027476,0.032716,-0.0027166
validation,EMP-blend,2,0.05,0.1,12624,0.071908,0.067728,0.063475,0.072244,-0.0041803
validation,EMP-blend,2,0.1,0.2,12990,0.14454,0.13749,0.13168,0.14352,-0.0070516
validation,EMP-blend,2,0.2,0.3,7898,0.24272,0.23905,0.22977,0.24858,-0.0036712
validation,EMP-blend,2,0.3,0.4,8114,0.34897,0.34385,0.33359,0.35426,-0.0051212
validation,EMP-blend,2,0.4,0.5,2024,0.47297,0.50148,0.47972,0.52324,0.028511
validation,EMP-blend,2,0.5,0.6,7136,0.51294,0.49524,0.48364,0.50684,-0.017702
validation,EMP-blend,2,0.6,0.7,7574,0.65901,0.65065,0.63984,0.66131,-0.00836
validation,EMP-blend,2,0.7,0.8,7437,0.75687,0.74761,0.73761,0.75736,-0.0092601
validation,EMP-blend,2,0.8,0.9,12751,0.85454,0.85264,0.84638,0.85869,-0.0018966
validation,EMP-blend,2,0.9,0.95,11851,0.9279,0.92802,0.92323,0.93254,0.00012387
validation,EMP-blend,2,0.95,0.98,16368,0.96759,0.96725,0.96442,0.96987,-0.00033979
validation,EMP-blend,2,0.98,0.99,12827,0.98554,0.98332,0.98095,0.98539,-0.0022203
validation,EMP-blend,2,0.99,1,31611,0.99554,0.99478,0.99392,0.99552,-0.00075547
test,G-raw-2h,60,0,0.01,45015,0.0035134,0.012618,0.011628,0.013692,0.0091046
test,G-raw-2h,60,0.01,0.02,15005,0.012225,0.02006,0.017936,0.022429,0.0078347
test,G-raw-2h,60,0.02,0.05,30010,0.031406,0.033589,0.031609,0.035688,0.0021828
test,G-raw-2h,60,0.05,0.1,15005,0.066809,0.058381,0.054741,0.062246,-0.0084288
test,G-raw-2h,60,0.1,0.2,30010,0.13216,0.1062,0.10276,0.10973,-0.025957
test,G-raw-2h,60,0.2,0.3,15005,0.22663,0.18894,0.18275,0.19528,-0.037693
test,G-raw-2h,60,0.3,0.4,15005,0.30854,0.27657,0.26948,0.28379,-0.031965
test,G-raw-2h,60,0.4,0.5,15114,0.40201,0.38454,0.37682,0.39233,-0.017462
test,G-raw-2h,60,0.5,0.6,29901,0.54953,0.56205,0.55642,0.56767,0.012522
test,G-raw-2h,60,0.6,0.7,15005,0.69146,0.72889,0.72172,0.73594,0.03743
test,G-raw-2h,60,0.7,0.8,15005,0.77337,0.81433,0.80803,0.82047,0.040958
test,G-raw-2h,60,0.8,0.9,30010,0.86784,0.89264,0.88908,0.89609,0.024791
test,G-raw-2h,60,0.9,0.95,15005,0.93319,0.93789,0.93391,0.94164,0.0046967
test,G-raw-2h,60,0.95,0.98,30010,0.96859,0.96111,0.95887,0.96324,-0.007481
test,G-raw-2h,60,0.98,0.99,15005,0.98777,0.97601,0.97344,0.97834,-0.011767
test,G-raw-2h,60,0.99,1,45015,0.99649,0.98663,0.98552,0.98765,-0.0098599
test,G-raw-2h,45,0,0.01,45015,0.0035135,0.011618,0.010669,0.012651,0.0081048
test,G-raw-2h,45,0.01,0.02,15005,0.012226,0.019927,0.01781,0.022289,0.0077012
test,G-raw-2h,45,0.02,0.05,30010,0.031407,0.032889,0.03093,0.034967,0.0014825
test,G-raw-2h,45,0.05,0.1,15005,0.06681,0.055781,0.052222,0.059568,-0.011029
test,G-raw-2h,45,0.1,0.2,30010,0.13216,0.10003,0.09669,0.10348,-0.032123
test,G-raw-2h,45,0.2,0.3,15005,0.22663,0.18154,0.17545,0.18779,-0.045091
test,G-raw-2h,45,0.3,0.4,15005,0.30854,0.26764,0.26062,0.27479,-0.040896
test,G-raw-2h,45,0.4,0.5,15106,0.40196,0.37793,0.37023,0.38569,-0.024026
test,G-raw-2h,45,0.5,0.6,29909,0.54952,0.56231,0.55668,0.56792,0.012787
test,G-raw-2h,45,0.6,0.7,15005,0.69146,0.73136,0.72421,0.73839,0.039896
test,G-raw-2h,45,0.7,0.8,15005,0.77337,0.81826,0.81201,0.82435,0.044891
test,G-raw-2h,45,0.8,0.9,30010,0.86784,0.89507,0.89155,0.89849,0.027224
test,G-raw-2h,45,0.9,0.95,15005,0.93319,0.94035,0.93645,0.94403,0.0071632
test,G-raw-2h,45,0.95,0.98,30010,0.96859,0.96358,0.9614,0.96564,-0.0050147
test,G-raw-2h,45,0.98,0.99,15005,0.98777,0.97807,0.97561,0.9803,-0.0097005
test,G-raw-2h,45,0.99,1,45015,0.99649,0.98678,0.98568,0.9878,-0.0097043
test,G-raw-2h,30,0,0.01,45015,0.0035137,0.011752,0.010797,0.01279,0.0082379
test,G-raw-2h,30,0.01,0.02,15005,0.012226,0.019327,0.017244,0.021656,0.0071008
test,G-raw-2h,30,0.02,0.05,30010,0.031407,0.032889,0.03093,0.034967,0.0014816
test,G-raw-2h,30,0.05,0.1,15005,0.066811,0.054382,0.050866,0.058126,-0.01243
test,G-raw-2h,30,0.1,0.2,30010,0.13216,0.098134,0.094819,0.10155,-0.034024
test,G-raw-2h,30,0.2,0.3,15005,0.22663,0.18134,0.17526,0.18759,-0.045293
test,G-raw-2h,30,0.3,0.4,15005,0.30854,0.26978,0.26273,0.27694,-0.038765
test,G-raw-2h,30,0.4,0.5,15102,0.40193,0.38055,0.37283,0.38832,-0.021384
test,G-raw-2h,30,0.5,0.6,29913,0.54951,0.5626,0.55697,0.56821,0.013086
test,G-raw-2h,30,0.6,0.7,15005,0.69146,0.73182,0.72468,0.73885,0.040364
test,G-raw-2h,30,0.7,0.8,15005,0.77337,0.81686,0.81059,0.82297,0.043493
test,G-raw-2h,30,0.8,0.9,30010,0.86784,0.89803,0.89456,0.90141,0.030192
test,G-raw-2h,30,0.9,0.95,15005,0.93319,0.94289,0.93906,0.94649,0.0096971
test,G-raw-2h,30,0.95,0.98,30010,0.96859,0.96531,0.96318,0.96732,-0.003281
test,G-raw-2h,30,0.98,0.99,15005,0.98777,0.97801,0.97554,0.98023,-0.0097666
test,G-raw-2h,30,0.99,1,45015,0.99649,0.98605,0.98492,0.98709,-0.010437
test,G-raw-2h,20,0,0.01,45015,0.0035141,0.0094635,0.00861,0.010401,0.0059495
test,G-raw-2h,20,0.01,0.02,15005,0.012227,0.017128,0.015172,0.019331,0.0049007
test,G-raw-2h,20,0.02,0.05,30010,0.031409,0.028257,0.026442,0.030193,-0.0031517
test,G-raw-2h,20,0.05,0.1,15005,0.066814,0.048584,0.045258,0.052141,-0.01823
test,G-raw-2h,20,0.1,0.2,30010,0.13216,0.091903,0.088686,0.095224,-0.040257
test,G-raw-2h,20,0.2,0.3,15005,0.22663,0.17081,0.16487,0.17692,-0.055825
test,G-raw-2h,20,0.3,0.4,15005,0.30854,0.25745,0.25051,0.2645,-0.051096
test,G-raw-2h,20,0.4,0.5,15099,0.40191,0.37214,0.36447,0.37989,-0.029767
test,G-raw-2h,20,0.5,0.6,29916,0.54951,0.5703,0.56468,0.5759,0.02079
test,G-raw-2h,20,0.6,0.7,15005,0.69146,0.74875,0.74175,0.75563,0.057294
test,G-raw-2h,20,0.7,0.8,15005,0.77337,0.83392,0.82788,0.83979,0.060557
test,G-raw-2h,20,0.8,0.9,30010,0.86784,0.9116,0.90833,0.91476,0.043756
test,G-raw-2h,20,0.9,0.95,15005,0.93319,0.95315,0.94965,0.95642,0.019963
test,G-raw-2h,20,0.95,0.98,30010,0.96859,0.97118,0.96922,0.97301,0.0025852
test,G-raw-2h,20,0.98,0.99,15005,0.98777,0.98227,0.98003,0.98426,-0.0055005
test,G-raw-2h,20,0.99,1,45015,0.99649,0.99067,0.98974,0.99152,-0.0058162
test,G-raw-2h,15,0,0.01,45015,0.0035144,0.0090859,0.0082502,0.010005,0.0055715
test,G-raw-2h,15,0.01,0.02,15005,0.012228,0.016461,0.014546,0.018624,0.0042334
test,G-raw-2h,15,0.02,0.05,30010,0.03141,0.026924,0.025153,0.028817,-0.0044861
test,G-raw-2h,15,0.05,0.1,15005,0.066816,0.045318,0.042105,0.048764,-0.021498
test,G-raw-2h,15,0.1,0.2,30010,0.13216,0.08957,0.086392,0.092854,-0.042593
test,G-raw-2h,15,0.2,0.3,15005,0.22664,0.16794,0.16205,0.17401,-0.058693
test,G-raw-2h,15,0.3,0.4,15005,0.30855,0.25865,0.2517,0.26571,-0.049898
test,G-raw-2h,15,0.4,0.5,15111,0.40199,0.37595,0.36826,0.3837,-0.026039
test,G-raw-2h,15,0.5,0.6,29904,0.54953,0.56638,0.56075,0.57199,0.016853
test,G-raw-2h,15,0.6,0.7,15005,0.69145,0.74395,0.73691,0.75087,0.052497
test,G-raw-2h,15,0.7,0.8,15005,0.77336,0.83032,0.82423,0.83624,0.05696
test,G-raw-2h,15,0.8,0.9,30010,0.86784,0.91113,0.90786,0.9143,0.043292
test,G-raw-2h,15,0.9,0.95,15005,0.93318,0.95501,0.95158,0.95822,0.021831
test,G-raw-2h,15,0.95,0.98,30010,0.96859,0.97354,0.97166,0.9753,0.0049526
test,G-raw-2h,15,0.98,0.99,15005,0.98777,0.98461,0.98251,0.98645,-0.0031671
test,G-raw-2h,15,0.99,1,45015,0.99649,0.99138,0.99048,0.99219,-0.0051049
test,G-raw-2h,10,0,0.01,45015,0.0035152,0.0076641,0.0068994,0.0085128,0.004149
test,G-raw-2h,10,0.01,0.02,15005,0.01223,0.014862,0.013046,0.016926,0.0026321
test,G-raw-2h,10,0.02,0.05,30010,0.031414,0.024892,0.023189,0.026716,-0.0065219
test,G-raw-2h,10,0.05,0.1,15005,0.06682,0.046385,0.043134,0.049867,-0.020436
test,G-raw-2h,10,0.1,0.2,30010,0.13217,0.086838,0.083704,0.090077,-0.04533
test,G-raw-2h,10,0.2,0.3,15005,0.22664,0.16355,0.15771,0.16955,-0.063096
test,G-raw-2h,10,0.3,0.4,15005,0.30855,0.24665,0.23982,0.25361,-0.061898
test,G-raw-2h,10,0.4,0.5,15097,0.4019,0.35994,0.35232,0.36763,-0.041962
test,G-raw-2h,10,0.5,0.6,29918,0.5495,0.56712,0.56149,0.57272,0.017615
test,G-raw-2h,10,0.6,0.7,15005,0.69145,0.74795,0.74094,0.75483,0.0565
test,G-raw-2h,10,0.7,0.8,15005,0.77336,0.83545,0.82944,0.8413,0.062097
test,G-raw-2h,10,0.8,0.9,30010,0.86783,0.91563,0.91243,0.91872,0.047796
test,G-raw-2h,10,0.9,0.95,15005,0.93318,0.95815,0.95482,0.96124,0.024968
test,G-raw-2h,10,0.95,0.98,30010,0.96859,0.97577,0.97397,0.97745,0.0071884
test,G-raw-2h,10,0.98,0.99,15005,0.98777,0.98627,0.98428,0.98801,-0.0014992
test,G-raw-2h,10,0.99,1,45015,0.99648,0.99214,0.99128,0.99291,-0.0043489
test,G-raw-2h,5,0,0.01,45015,0.0035179,0.0057981,0.0051376,0.0065428,0.0022801
test,G-raw-2h,5,0.01,0.02,15005,0.012236,0.011063,0.0095101,0.012866,-0.0011731
test,G-raw-2h,5,0.02,0.05,30010,0.031424,0.019593,0.018086,0.021224,-0.011831
test,G-raw-2h,5,0.05,0.1,15005,0.066835,0.037454,0.034533,0.040613,-0.029381
test,G-raw-2h,5,0.1,0.2,30010,0.13218,0.072309,0.069433,0.075295,-0.059875
test,G-raw-2h,5,0.2,0.3,15005,0.22666,0.13929,0.13384,0.14492,-0.08737
test,G-raw-2h,5,0.3,0.4,15005,0.30856,0.22206,0.21548,0.22878,-0.086501
test,G-raw-2h,5,0.4,0.5,15117,0.40204,0.33796,0.33047,0.34554,-0.064073
test,G-raw-2h,5,0.5,0.6,29898,0.54953,0.56783,0.56221,0.57344,0.018299
test,G-raw-2h,5,0.6,0.7,15005,0.69144,0.76554,0.7587,0.77226,0.074105
test,G-raw-2h,5,0.7,0.8,15005,0.77334,0.85352,0.84777,0.85908,0.080172
test,G-raw-2h,5,0.8,0.9,30010,0.86782,0.92542,0.9224,0.92834,0.057609
test,G-raw-2h,5,0.9,0.95,15005,0.93317,0.96475,0.96167,0.96758,0.03158
test,G-raw-2h,5,0.95,0.98,30010,0.96858,0.98021,0.97857,0.98172,0.011631
test,G-raw-2h,5,0.98,0.99,15005,0.98776,0.9886,0.98678,0.99018,0.00083984
test,G-raw-2h,5,0.99,1,45015,0.99648,0.99436,0.99362,0.99501,-0.0021246
test,G-raw-2h,3,0,0.01,45015,0.0035233,0.0061313,0.0054511,0.0068958,0.002608
test,G-raw-2h,3,0.01,0.02,15005,0.012248,0.010863,0.0093252,0.012651,-0.0013845
test,G-raw-2h,3,0.02,0.05,30010,0.031441,0.017894,0.016455,0.019457,-0.013547
test,G-raw-2h,3,0.05,0.1,15005,0.066857,0.032589,0.029866,0.035552,-0.034267
test,G-raw-2h,3,0.1,0.2,30010,0.13221,0.065811,0.063061,0.068673,-0.066395
test,G-raw-2h,3,0.2,0.3,15005,0.22668,0.13542,0.13004,0.14099,-0.091254
test,G-raw-2h,3,0.3,0.4,15005,0.30857,0.21886,0.21232,0.22555,-0.089713
test,G-raw-2h,3,0.4,0.5,15109,0.40199,0.33814,0.33064,0.34573,-0.06385
test,G-raw-2h,3,0.5,0.6,29906,0.54952,0.58386,0.57827,0.58944,0.034348
test,G-raw-2h,3,0.6,0.7,15005,0.69143,0.78654,0.77991,0.79302,0.095111
test,G-raw-2h,3,0.7,0.8,15005,0.77332,0.86564,0.86009,0.87101,0.09232
test,G-raw-2h,3,0.8,0.9,30010,0.86779,0.93149,0.92858,0.93429,0.063696
test,G-raw-2h,3,0.9,0.95,15005,0.93314,0.96714,0.96417,0.96988,0.034001
test,G-raw-2h,3,0.95,0.98,30010,0.96856,0.98231,0.98075,0.98374,0.013747
test,G-raw-2h,3,0.98,0.99,15005,0.98775,0.99047,0.98878,0.9919,0.0027174
test,G-raw-2h,3,0.99,1,45015,0.99648,0.99505,0.99435,0.99565,-0.0014306
test,G-raw-2h,2,0,0.01,45015,0.0035344,0.0043985,0.0038281,0.0050536,0.00086411
test,G-raw-2h,2,0.01,0.02,15005,0.012269,0.0087971,0.0074236,0.010422,-0.0034723
test,G-raw-2h,2,0.02,0.05,30010,0.031471,0.016728,0.015337,0.018242,-0.014743
test,G-raw-2h,2,0.05,0.1,15005,0.066889,0.031123,0.028462,0.034024,-0.035766
test,G-raw-2h,2,0.1,0.2,30010,0.13223,0.066111,0.063355,0.068978,-0.066123
test,G-raw-2h,2,0.2,0.3,15005,0.22669,0.13209,0.12677,0.1376,-0.094604
test,G-raw-2h,2,0.3,0.4,19229,0.3286,0.23532,0.22938,0.24137,-0.093275
test,G-raw-2h,2,0.4,0.5,10872,0.40278,0.32634,0.31759,0.33522,-0.076436
test,G-raw-2h,2,0.5,0.6,25695,0.54114,0.56731,0.56124,0.57336,0.026173
test,G-raw-2h,2,0.6,0.7,19229,0.6714,0.77055,0.76456,0.77644,0.099151
test,G-raw-2h,2,0.7,0.8,15005,0.77331,0.87278,0.86735,0.87801,0.099469
test,G-raw-2h,2,0.8,0.9,30010,0.86777,0.93595,0.93313,0.93867,0.068189
test,G-raw-2h,2,0.9,0.95,15005,0.93311,0.96714,0.96417,0.96988,0.034033
