period,grid,group,level,model,n,n_days,brier,brier_lo,brier_hi,log_loss,ll_lo,ll_hi,d_ll_vs_base,d_ll_lo,d_ll_hi,d_brier_vs_base,d_brier_lo,d_brier_hi,citl,base,layout
test,z,tau,10m,G-blend,375125,632,0.07665,0.075699,0.077714,0.25332,0.24999,0.25707,0.0020457,0.0014894,0.0025863,0.00035386,0.00027877,0.00042417,-8.6638e-05,flat|T-blend,day_type/60m/ET
test,z,tau,5m,G-blend,375125,632,0.070593,0.06958,0.071621,0.23468,0.23122,0.23838,0.0024976,0.0020222,0.0030304,0.00046709,0.00038987,0.00054108,-0.0020113,flat|T-blend,day_type/60m/ET
test,z,tau,3m,G-blend,375125,632,0.067902,0.066954,0.068914,0.2277,0.22408,0.23144,0.0033812,0.0028317,0.0040124,0.0005621,0.00048737,0.00063789,0.0004092,flat|T-blend,day_type/60m/ET
test,z,tau,2m,G-blend,375125,632,0.066479,0.065441,0.067463,0.22342,0.21972,0.2272,0.0034509,0.0028644,0.0040615,0.00063408,0.00054583,0.00071419,-0.00012129,flat|T-blend,day_type/60m/ET
test,z,tau,60m,T-blend,375125,632,0.086242,0.085022,0.087418,0.28307,0.27918,0.28692,-0.0027757,-0.0034285,-0.0020705,-0.00042618,-0.00053436,-0.00032288,-0.00027058,flat|T-blend,day_type/60m/ET
test,z,tau,45m,T-blend,375125,632,0.084474,0.083349,0.085615,0.2776,0.27416,0.28121,-0.0024233,-0.0029984,-0.0018676,-0.00036002,-0.00044813,-0.00027045,-0.001097,flat|T-blend,day_type/60m/ET
test,z,tau,30m,T-blend,375125,632,0.084006,0.082819,0.085202,0.27569,0.272,0.27945,-0.0025837,-0.0031002,-0.00208,-0.00039242,-0.00046728,-0.00031858,-0.00075575,flat|T-blend,day_type/60m/ET
test,z,tau,20m,T-blend,375125,632,0.078893,0.077724,0.080078,0.26,0.2562,0.26416,-0.00071593,-0.001019,-0.00039419,-0.00010095,-0.00014344,-5.6e-05,0.0011929,flat|T-blend,day_type/60m/ET
test,z,tau,15m,T-blend,375125,632,0.078267,0.077192,0.07941,0.25732,0.25373,0.26127,-0.0006103,-0.00090952,-0.00032608,-8.3682e-05,-0.00012698,-4.0905e-05,0.00053449,flat|T-blend,day_type/60m/ET
test,z,tau,10m,T-blend,375125,632,0.076231,0.075229,0.07733,0.25089,0.24774,0.25439,-0.0003825,-0.00061589,-0.00017791,-6.5086e-05,-9.8304e-05,-3.6289e-05,-8.6638e-05,flat|T-blend,day_type/60m/ET
test,z,tau,5m,T-blend,375125,632,0.070099,0.06903,0.071181,0.23198,0.22854,0.23552,-0.00020616,-0.00037557,-4.7614e-05,-2.713e-05,-5.1859e-05,-4.5945e-06,-0.0020113,flat|T-blend,day_type/60m/ET
test,z,tau,3m,T-blend,375125,632,0.067327,0.066332,0.0684,0.22423,0.22084,0.22777,-8.9632e-05,-0.00027043,8.4866e-05,-1.3057e-05,-3.5631e-05,9.9903e-06,0.0004092,flat|T-blend,day_type/60m/ET
test,z,tau,2m,T-blend,375125,632,0.065824,0.06474,0.066878,0.21985,0.21621,0.22343,-0.00011814,-0.00030174,5.2794e-05,-2.0335e-05,-4.4078e-05,1.9145e-06,-0.00012129,flat|T-blend,day_type/60m/ET
test,z,tau,60m,G-blend,375125,632,0.08686,0.085726,0.087992,0.28623,0.28241,0.28995,0.00038875,-0.00056516,0.0013316,0.00019131,3.4456e-05,0.00035267,-0.00027058,flat|T-blend,day_type/30m/ET
test,z,tau,45m,G-blend,375125,632,0.085033,0.083989,0.08611,0.28033,0.27691,0.28391,0.00030501,-0.0006024,0.0012384,0.00019842,4.3029e-05,0.00035564,-0.001097,flat|T-blend,day_type/30m/ET
test,z,tau,30m,G-blend,375125,632,0.084238,0.083121,0.085342,0.27714,0.27352,0.28089,-0.0011309,-0.0020889,-0.00011313,-0.00016115,-0.00032425,5.024e-06,-0.00075575,flat|T-blend,day_type/30m/ET
test,z,tau,20m,G-blend,375125,632,0.079286,0.078181,0.080414,0.26246,0.25857,0.26644,0.0017374,0.00098174,0.0024572,0.00029225,0.00017448,0.00042202,0.0011929,flat|T-blend,day_type/30m/ET
test,z,tau,15m,G-blend,375125,632,0.078652,0.077617,0.079746,0.25965,0.256,0.26381,0.0017247,0.0010775,0.0023778,0.00030134,0.00019827,0.00040323,0.00053449,flat|T-blend,day_type/30m/ET
test,z,tau,10m,G-blend,375125,632,0.076653,0.075693,0.077697,0.25338,0.24994,0.25706,0.0021019,0.0014662,0.0027001,0.00035771,0.00027469,0.00043502,-8.6638e-05,flat|T-blend,day_type/30m/ET
test,z,tau,5m,G-blend,375125,632,0.070603,0.069579,0.071632,0.23468,0.23123,0.23834,0.0025017,0.002004,0.0030421,0.00047692,0.00039246,0.00055402,-0.0020113,flat|T-blend,day_type/30m/ET
test,z,tau,3m,G-blend,375125,632,0.06792,0.066979,0.068922,0.22785,0.22418,0.23157,0.003529,0.0029387,0.0041694,0.00058025,0.00049746,0.00066387,0.0004092,flat|T-blend,day_type/30m/ET
test,z,tau,2m,G-blend,375125,632,0.066514,0.06548,0.067498,0.2236,0.21991,0.22743,0.0036274,0.0029942,0.00426,0.000669,0.00057623,0.00075561,-0.00012129,flat|T-blend,day_type/30m/ET
test,z,tau,60m,T-blend,375125,632,0.08626,0.085038,0.087433,0.28314,0.27925,0.287,-0.0027001,-0.0033402,-0.002025,-0.00040829,-0.00051347,-0.00030772,-0.00027058,flat|T-blend,day_type/30m/ET
test,z,tau,45m,T-blend,375125,632,0.084425,0.083294,0.085555,0.27734,0.27388,0.28093,-0.0026842,-0.0033251,-0.0020697,-0.00040955,-0.00051037,-0.00030596,-0.001097,flat|T-blend,day_type/30m/ET
test,z,tau,30m,T-blend,375125,632,0.083782,0.082586,0.084959,0.27451,0.27083,0.27835,-0.0037687,-0.0044726,-0.0030529,-0.00061721,-0.00073437,-0.00049921,-0.00075575,flat|T-blend,day_type/30m/ET
test,z,tau,20m,T-blend,375125,632,0.07881,0.077638,0.079984,0.25956,0.25584,0.26367,-0.0011618,-0.0015888,-0.00072441,-0.00018326,-0.00024848,-0.00011018,0.0011929,flat|T-blend,day_type/30m/ET
test,z,tau,15m,T-blend,375125,632,0.078223,0.077136,0.079371,0.25708,0.25347,0.2611,-0.00084628,-0.0012328,-0.00048897,-0.00012756,-0.00018728,-6.9027e-05,0.00053449,flat|T-blend,day_type/30m/ET
test,z,tau,10m,T-blend,375125,632,0.076225,0.075214,0.07731,0.25085,0.24763,0.25422,-0.00042194,-0.00073409,-0.00014064,-7.0621e-05,-0.0001157,-2.9138e-05,-8.6638e-05,flat|T-blend,day_type/30m/ET
test,z,tau,5m,T-blend,375125,632,0.070097,0.069019,0.071174,0.23193,0.22852,0.23544,-0.00025703,-0.00048275,-2.5493e-05,-2.9536e-05,-6.4601e-05,3.2728e-06,-0.0020113,flat|T-blend,day_type/30m/ET
test,z,tau,3m,T-blend,375125,632,0.067329,0.066326,0.068394,0.22427,0.22089,0.22776,-5.1694e-05,-0.00026487,0.00016667,-1.1206e-05,-4.055e-05,1.9391e-05,0.0004092,flat|T-blend,day_type/30m/ET
test,z,tau,2m,T-blend,375125,632,0.06584,0.06475,0.066895,0.21993,0.21635,0.22352,-4.1312e-05,-0.00026115,0.00016007,-4.768e-06,-3.5601e-05,2.4836e-05,-0.00012129,flat|T-blend,day_type/30m/ET
test,z,tau,60m,G-blend,375125,632,0.086678,0.085548,0.087804,0.28531,0.28148,0.2891,-0.000535,-0.0015072,0.00044072,9.7271e-06,-0.00015407,0.00017679,-0.00027058,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,45m,G-blend,375125,632,0.084988,0.083927,0.08606,0.27986,0.27647,0.28343,-0.00016412,-0.0010591,0.00073606,0.00015339,-3.3386e-06,0.0003072,-0.001097,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,30m,G-blend,375125,632,0.084473,0.083382,0.085595,0.27771,0.2741,0.28133,-0.00056672,-0.0013299,0.00020095,7.3996e-05,-7.2333e-05,0.00021508,-0.00075575,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,20m,G-blend,375125,632,0.079346,0.078239,0.08049,0.26223,0.25846,0.26613,0.001515,0.00094281,0.0020996,0.00035275,0.00025566,0.00046318,0.0011929,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,15m,G-blend,375125,632,0.078652,0.07763,0.079757,0.25933,0.25578,0.26349,0.0013989,0.00088603,0.001939,0.00030146,0.00021469,0.00038905,0.00053449,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,10m,G-blend,375125,632,0.076622,0.075669,0.077678,0.25299,0.24969,0.25655,0.0017217,0.001218,0.0022143,0.00032635,0.00025102,0.00039503,-8.6638e-05,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,5m,G-blend,375125,632,0.070585,0.069556,0.071605,0.23451,0.23105,0.23826,0.0023277,0.0018425,0.0028232,0.00045908,0.00038276,0.00053259,-0.0020113,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,3m,G-blend,375125,632,0.067902,0.066961,0.068918,0.22756,0.22391,0.23134,0.0032432,0.0027004,0.0038651,0.00056181,0.00048874,0.00064248,0.0004092,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,2m,G-blend,375125,632,0.066491,0.065447,0.067481,0.22337,0.21959,0.22718,0.003404,0.0027968,0.0040175,0.00064642,0.00055729,0.00072787,-0.00012129,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,60m,T-blend,375125,632,0.086145,0.084928,0.087335,0.28245,0.27853,0.28619,-0.0033963,-0.004094,-0.002711,-0.00052361,-0.00063532,-0.00040822,-0.00027058,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,45m,T-blend,375125,632,0.084427,0.083288,0.085589,0.27724,0.27369,0.28083,-0.0027879,-0.0034195,-0.0021683,-0.00040689,-0.00050434,-0.00030922,-0.001097,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,30m,T-blend,375125,632,0.083995,0.082826,0.085177,0.2755,0.27179,0.27928,-0.0027723,-0.0033398,-0.0022337,-0.00040431,-0.00048844,-0.00032048,-0.00075575,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,20m,T-blend,375125,632,0.078873,0.077693,0.080062,0.25975,0.25596,0.26373,-0.0009693,-0.0013188,-0.00063529,-0.00012063,-0.00016873,-7.5397e-05,0.0011929,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,15m,T-blend,375125,632,0.078224,0.07714,0.07937,0.25702,0.2535,0.2609,-0.00090844,-0.0012537,-0.00059256,-0.00012671,-0.00017605,-7.9975e-05,0.00053449,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,10m,T-blend,375125,632,0.076211,0.075208,0.077313,0.25072,0.24755,0.25421,-0.00055732,-0.00082198,-0.00030301,-8.4608e-05,-0.00012178,-4.5997e-05,-8.6638e-05,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,5m,T-blend,375125,632,0.070094,0.069031,0.071182,0.2319,0.22854,0.23546,-0.00027953,-0.00048187,-8.8481e-05,-3.1632e-05,-6.0847e-05,-5.1168e-06,-0.0020113,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,3m,T-blend,375125,632,0.067328,0.066345,0.068411,0.22418,0.22082,0.22775,-0.00013371,-0.0003302,6.5801e-05,-1.2201e-05,-3.8083e-05,1.3343e-05,0.0004092,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,2m,T-blend,375125,632,0.065828,0.064741,0.066886,0.21985,0.21627,0.22341,-0.00012089,-0.00031162,5.8675e-05,-1.669e-05,-4.1898e-05,8.5322e-06,-0.00012129,flat|T-blend,hour_of_week/60m/UTC
test,z,tau,60m,G-blend,375125,632,0.086605,0.085454,0.087715,0.2851,0.28123,0.28893,-0.00073864,-0.0017528,0.00032274,-6.37e-05,-0.00022965,0.00010588,-0.00027058,flat|T-blend,hour_of_week/60m/ET
test,z,tau,45m,G-blend,375125,632,0.084913,0.083856,0.085993,0.27972,0.27624,0.28341,-0.00030562,-0.0012155,0.00059882,7.9063e-05,-8.0263e-05,0.00023676,-0.001097,flat|T-blend,hour_of_week/60m/ET
test,z,tau,30m,G-blend,375125,632,0.084385,0.083289,0.085505,0.27739,0.27369,0.28101,-0.00088153,-0.0016642,-8.5914e-05,-1.391e-05,-0.00015177,0.00013642,-0.00075575,flat|T-blend,hour_of_week/60m/ET
test,z,tau,20m,G-blend,375125,632,0.079302,0.078205,0.080437,0.26221,0.2584,0.26611,0.001492,0.00086676,0.0020938,0.0003082,0.0002093,0.00042305,0.0011929,flat|T-blend,hour_of_week/60m/ET
test,z,tau,15m,G-blend,375125,632,0.078628,0.07759,0.079725,0.25921,0.25557,0.2633,0.0012821,0.00074502,0.0018239,0.00027726,0.00018766,0.00036382,0.00053449,flat|T-blend,hour_of_week/60m/ET
test,z,tau,10m,G-blend,375125,632,0.076604,0.075656,0.077662,0.25296,0.24965,0.25654,0.001682,0.0011493,0.0021909,0.00030859,0.00023094,0.00037708,-8.6638e-05,flat|T-blend,hour_of_week/60m/ET
test,z,tau,5m,G-blend,375125,632,0.070578,0.069561,0.071607,0.23446,0.23097,0.23821,0.0022759,0.0017869,0.0027688,0.00045197,0.00037629,0.00053076,-0.0020113,flat|T-blend,hour_of_week/60m/ET
test,z,tau,3m,G-blend,375125,632,0.067898,0.066953,0.068916,0.22752,0.2239,0.23127,0.0032073,0.0026922,0.0038063,0.00055838,0.00048376,0.0006389,0.0004092,flat|T-blend,hour_of_week/60m/ET
test,z,tau,2m,G-blend,375125,632,0.066482,0.065441,0.067471,0.2233,0.2196,0.22706,0.003329,0.0027362,0.003896,0.00063725,0.00054791,0.00071749,-0.00012129,flat|T-blend,hour_of_week/60m/ET
test,z,tau,60m,T-blend,375125,632,0.086091,0.084894,0.087281,0.2822,0.27829,0.28606,-0.0036424,-0.004388,-0.0028817,-0.00057739,-0.00070003,-0.00045829,-0.00027058,flat|T-blend,hour_of_week/60m/ET
test,z,tau,45m,T-blend,375125,632,0.08437,0.083257,0.085517,0.27703,0.27351,0.28068,-0.0029962,-0.0036424,-0.0023656,-0.00046379,-0.00056583,-0.00036682,-0.001097,flat|T-blend,hour_of_week/60m/ET
test,z,tau,30m,T-blend,375125,632,0.083929,0.082756,0.085125,0.27519,0.27142,0.27893,-0.0030885,-0.0036558,-0.0025177,-0.0004703,-0.00055673,-0.00038333,-0.00075575,flat|T-blend,hour_of_week/60m/ET
test,z,tau,20m,T-blend,375125,632,0.078841,0.077669,0.080032,0.25967,0.25594,0.2638,-0.0010463,-0.0013791,-0.00070314,-0.00015297,-0.0002032,-0.00010218,0.0011929,flat|T-blend,hour_of_week/60m/ET
test,z,tau,15m,T-blend,375125,632,0.07821,0.077131,0.07935,0.25693,0.25337,0.26086,-0.0010017,-0.0013345,-0.00067326,-0.00014039,-0.00019209,-9.3882e-05,0.00053449,flat|T-blend,hour_of_week/60m/ET
test,z,tau,10m,T-blend,375125,632,0.076198,0.075197,0.077288,0.25067,0.24751,0.25412,-0.00060486,-0.00087352,-0.00037893,-9.8076e-05,-0.00013682,-6.0225e-05,-8.6638e-05,flat|T-blend,hour_of_week/60m/ET
test,z,tau,5m,T-blend,375125,632,0.070093,0.069026,0.071182,0.23188,0.22851,0.23547,-0.00030398,-0.00050283,-0.00011839,-3.3584e-05,-6.3749e-05,-6.1886e-06,-0.0020113,flat|T-blend,hour_of_week/60m/ET
test,z,tau,3m,T-blend,375125,632,0.067328,0.066344,0.068409,0.22418,0.22083,0.22773,-0.00014251,-0.00032886,4.9015e-05,-1.2141e-05,-3.7875e-05,1.3971e-05,0.0004092,flat|T-blend,hour_of_week/60m/ET
test,z,tau,2m,T-blend,375125,632,0.065827,0.064738,0.06688,0.21981,0.21622,0.22335,-0.00015849,-0.00035644,1.9768e-05,-1.7246e-05,-4.391e-05,1.0852e-05,-0.00012129,flat|T-blend,hour_of_week/60m/ET
test,z,tau,60m,G-blend,375125,632,0.086628,0.085482,0.087736,0.28514,0.28125,0.28894,-0.00070066,-0.0016976,0.00034756,-4.0278e-05,-0.00020448,0.00012485,-0.00027058,flat|T-blend,hour_of_week/30m/ET
test,z,tau,45m,G-blend,375125,632,0.084897,0.083829,0.085982,0.27967,0.27623,0.28336,-0.00035587,-0.0013449,0.00062989,6.2455e-05,-0.00010463,0.00022645,-0.001097,flat|T-blend,hour_of_week/30m/ET
test,z,tau,30m,G-blend,375125,632,0.0842,0.083102,0.085303,0.27686,0.27315,0.28059,-0.0014191,-0.0024626,-0.00045462,-0.00019844,-0.00037406,-2.5296e-05,-0.00075575,flat|T-blend,hour_of_week/30m/ET
test,z,tau,20m,G-blend,375125,632,0.079269,0.078165,0.080395,0.26223,0.25837,0.26616,0.0015153,0.00077149,0.0022302,0.00027512,0.00016021,0.0004048,0.0011929,flat|T-blend,hour_of_week/30m/ET
test,z,tau,15m,G-blend,375125,632,0.078629,0.07756,0.079735,0.25932,0.25574,0.26347,0.001393,0.00073985,0.0020314,0.00027867,0.00017589,0.0003844,0.00053449,flat|T-blend,hour_of_week/30m/ET
test,z,tau,10m,G-blend,375125,632,0.076639,0.075698,0.077693,0.25319,0.24987,0.2567,0.0019137,0.001292,0.0025118,0.00034334,0.00025238,0.00042418,-8.6638e-05,flat|T-blend,hour_of_week/30m/ET
test,z,tau,5m,G-blend,375125,632,0.070612,0.069576,0.071636,0.23458,0.23116,0.23825,0.0023995,0.0018771,0.0029291,0.00048558,0.0004013,0.00056954,-0.0020113,flat|T-blend,hour_of_week/30m/ET
test,z,tau,3m,G-blend,375125,632,0.06794,0.067009,0.06895,0.22775,0.22413,0.23145,0.0034288,0.0028796,0.0040449,0.00060017,0.00051428,0.00068962,0.0004092,flat|T-blend,hour_of_week/30m/ET
test,z,tau,2m,G-blend,375125,632,0.066542,0.065503,0.06753,0.22356,0.21994,0.22737,0.0035931,0.0029793,0.0041874,0.00069746,0.00060002,0.00078552,-0.00012129,flat|T-blend,hour_of_week/30m/ET
test,z,tau,60m,T-blend,375125,632,0.086107,0.084906,0.087295,0.28227,0.27836,0.28616,-0.0035755,-0.0043088,-0.0028498,-0.00056175,-0.00068066,-0.00044338,-0.00027058,flat|T-blend,hour_of_week/30m/ET
test,z,tau,45m,T-blend,375125,632,0.084346,0.083234,0.085488,0.27687,0.27332,0.28049,-0.0031573,-0.0038808,-0.0024766,-0.00048781,-0.00060216,-0.00038299,-0.001097,flat|T-blend,hour_of_week/30m/ET
test,z,tau,30m,T-blend,375125,632,0.083778,0.082598,0.084936,0.27435,0.2706,0.2781,-0.0039251,-0.004702,-0.0031869,-0.00062063,-0.00074828,-0.00050022,-0.00075575,flat|T-blend,hour_of_week/30m/ET
test,z,tau,20m,T-blend,375125,632,0.078803,0.077624,0.080003,0.25946,0.25577,0.26349,-0.001263,-0.0017261,-0.00080202,-0.00019096,-0.00026702,-0.00011357,0.0011929,flat|T-blend,hour_of_week/30m/ET
test,z,tau,15m,T-blend,375125,632,0.078203,0.0771,0.079354,0.25686,0.25328,0.26091,-0.0010662,-0.0015018,-0.00062648,-0.00014724,-0.00021743,-8.0065e-05,0.00053449,flat|T-blend,hour_of_week/30m/ET
test,z,tau,10m,T-blend,375125,632,0.076217,0.075215,0.077305,0.25076,0.24762,0.25412,-0.00051313,-0.00085367,-0.00020807,-7.8817e-05,-0.00012945,-2.9406e-05,-8.6638e-05,flat|T-blend,hour_of_week/30m/ET
test,z,tau,5m,T-blend,375125,632,0.070105,0.069034,0.071195,0.23191,0.22855,0.2354,-0.00027285,-0.0005441,-2.2242e-05,-2.1529e-05,-6.1637e-05,1.7881e-05,-0.0020113,flat|T-blend,hour_of_week/30m/ET
test,z,tau,3m,T-blend,375125,632,0.067341,0.066351,0.068401,0.22425,0.22088,0.22774,-6.5713e-05,-0.00029973,0.00017215,7.4325e-07,-3.3734e-05,3.5425e-05,0.0004092,flat|T-blend,hour_of_week/30m/ET
test,z,tau,2m,T-blend,375125,632,0.065856,0.064767,0.066908,0.21993,0.21637,0.2235,-3.6392e-05,-0.00027968,0.00019592,1.1274e-05,-2.4009e-05,4.6392e-05,-0.00012129,flat|T-blend,hour_of_week/30m/ET
